t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,W_joint_J,E_damp_J,abs_dP,abs_dL
2.8200,14.34383,-9.56255,0.004157,3.476381,-0.001432,3.476384,-0.0016886,0.0000020,0.0005532,0.000000,0.000000,3.96762643e-03,0.00000000e+00,2.377e-17,8.037e-18
2.8400,14.57901,-9.71934,0.004241,3.541401,-0.001450,3.541404,-0.0017056,0.0000020,0.0005583,0.000000,0.000000,4.01837521e-03,0.00000000e+00,1.174e-17,4.066e-19
2.8600,14.81569,-9.87713,0.004326,3.607075,-0.001468,3.607078,-0.0017224,0.0000021,0.0005634,0.000000,0.000000,4.06880364e-03,0.00000000e+00,1.214e-17,1.176e-17
2.8800,15.05384,-10.03589,0.004412,3.673401,-0.001485,3.673404,-0.0017389,0.0000021,0.0005684,0.000000,0.000000,4.11889567e-03,0.00000000e+00,1.561e-17,9.961e-18
2.9000,15.29344,-10.19563,0.004500,3.740376,-0.001503,3.740379,-0.0017550,0.0000021,0.0005733,0.000000,0.000000,4.16863553e-03,0.00000000e+00,1.949e-17,4.350e-18
2.9200,15.53447,-10.35631,0.004588,3.807997,-0.001520,3.808000,-0.0017708,0.0000022,0.0005781,0.000000,0.000000,4.21800766e-03,0.00000000e+00,2.160e-17,9.134e-18
2.9400,15.77691,-10.51794,0.004677,3.876261,-0.001537,3.876265,-0.0017862,0.0000022,0.0005829,0.000000,0.000000,4.26699674e-03,0.00000000e+00,4.770e-18,3.510e-18
2.9600,16.02073,-10.68049,0.004767,3.945166,-0.001555,3.945170,-0.0018013,0.0000022,0.0005876,0.000000,0.000000,4.31558772e-03,0.00000000e+00,9.785e-18,2.197e-17
2.9800,16.26592,-10.84395,0.004859,4.014708,-0.001571,4.014712,-0.0018160,0.0000023,0.0005922,0.000000,0.000000,4.36376579e-03,0.00000000e+00,2.537e-17,1.842e-17
3.0000,16.51245,-11.00830,0.004951,4.084884,-0.001588,4.084887,-0.0018304,0.0000023,0.0005967,0.000000,0.000000,4.41151638e-03,0.00000000e+00,1.887e-17,1.426e-17
3.0200,16.76030,-11.17353,0.005044,4.155690,-0.001605,4.155693,-0.0018443,0.0000023,0.0006012,0.000000,0.000000,4.45882519e-03,0.00000000e+00,1.260e-17,8.118e-18
3.0400,17.00944,-11.33963,0.005139,4.227122,-0.001621,4.227125,-0.0018578,0.0000024,0.0006055,0.000000,0.000000,4.50567816e-03,0.00000000e+00,2.082e-17,2.170e-17
3.0600,17.25986,-11.50657,0.005234,4.299176,-0.001638,4.299180,-0.0018709,0.0000024,0.0006098,0.000000,0.000000,4.55206149e-03,0.00000000e+00,1.431e-17,1.420e-17
3.0800,17.51152,-11.67435,0.005330,4.371849,-0.001654,4.371852,-0.0018836,0.0000025,0.0006140,0.000000,0.000000,4.59796164e-03,0.00000000e+00,8.674e-18,1.434e-17
3.1000,17.76441,-11.84294,0.005428,4.445135,-0.001670,4.445139,-0.0018958,0.0000025,0.0006182,0.000000,0.000000,4.64336529e-03,0.00000000e+00,4.055e-17,1.473e-17
3.1200,18.01850,-12.01233,0.005526,4.519031,-0.001685,4.519034,-0.0019076,0.0000025,0.0006222,0.000000,0.000000,4.68825942e-03,0.00000000e+00,1.904e-17,3.808e-17
3.1400,18.27377,-12.18251,0.005626,4.593531,-0.001701,4.593535,-0.0019189,0.0000026,0.0006262,0.000000,0.000000,4.73263121e-03,0.00000000e+00,1.965e-17,3.713e-18
3.1600,18.53019,-12.35346,0.005726,4.668631,-0.001716,4.668635,-0.0019297,0.0000026,0.0006301,0.000000,0.000000,4.77646811e-03,0.00000000e+00,6.288e-18,2.456e-17
3.1800,18.78774,-12.52516,0.005828,4.744326,-0.001731,4.744330,-0.0019401,0.0000026,0.0006339,0.000000,0.000000,4.81975781e-03,0.00000000e+00,1.559e-17,1.629e-17
3.2000,19.04640,-12.69760,0.005930,4.820610,-0.001746,4.820615,-0.0019499,0.0000027,0.0006376,0.000000,0.000000,4.86248824e-03,0.00000000e+00,2.385e-17,6.099e-19
3.2200,19.30614,-12.87076,0.006034,4.897479,-0.001760,4.897483,-0.0019593,0.0000027,0.0006412,0.000000,0.000000,4.90464757e-03,0.00000000e+00,1.583e-17,3.442e-18
3.2400,19.56693,-13.04462,0.006139,4.974926,-0.001775,4.974931,-0.0019681,0.0000028,0.0006448,0.000000,0.000000,4.94622419e-03,0.00000000e+00,1.414e-17,9.351e-19
3.2600,19.82875,-13.21917,0.006244,5.052947,-0.001789,5.052951,-0.0019763,0.0000028,0.0006483,0.000000,0.000000,4.98720673e-03,0.00000000e+00,1.756e-17,2.152e-17
3.2800,20.09157,-13.39438,0.006351,5.131534,-0.001802,5.131538,-0.0019841,0.0000028,0.0006517,0.000000,0.000000,5.02758404e-03,0.00000000e+00,2.559e-17,1.504e-17
3.3000,20.35538,-13.57025,0.006458,5.210682,-0.001816,5.210686,-0.0019913,0.0000029,0.0006550,0.000000,0.000000,5.06734518e-03,0.00000000e+00,1.366e-17,1.675e-17
3.3200,20.62014,-13.74676,0.006567,5.290384,-0.001829,5.290389,-0.0019979,0.0000029,0.0006582,0.000000,0.000000,5.10647944e-03,0.00000000e+00,2.602e-17,7.237e-18
3.3400,20.88583,-13.92389,0.006676,5.370635,-0.001842,5.370639,-0.0020039,0.0000030,0.0006613,0.000000,0.000000,5.14497629e-03,0.00000000e+00,2.038e-17,4.066e-20
3.3600,21.15242,-14.10161,0.006786,5.451427,-0.001854,5.451431,-0.0020094,0.0000030,0.0006644,0.000000,0.000000,5.18282543e-03,0.00000000e+00,1.047e-17,5.448e-18
3.3800,21.41989,-14.27993,0.006898,5.532753,-0.001866,5.532758,-0.0020142,0.0000030,0.0006674,0.000000,0.000000,5.22001673e-03,0.00000000e+00,1.106e-17,2.506e-17
3.4000,21.68821,-14.45881,0.007010,5.614608,-0.001878,5.614612,-0.0020185,0.0000031,0.0006703,0.000000,0.000000,5.25654027e-03,0.00000000e+00,2.197e-17,1.748e-17
3.4200,21.95735,-14.63823,0.007124,5.696983,-0.001890,5.696987,-0.0020221,0.0000031,0.0006731,0.000000,0.000000,5.29238631e-03,0.00000000e+00,3.188e-17,5.855e-18
3.4400,22.22729,-14.81820,0.007238,5.779871,-0.001901,5.779876,-0.0020251,0.0000032,0.0006759,0.000000,0.000000,5.32754526e-03,0.00000000e+00,6.072e-18,6.722e-18
3.4600,22.49801,-14.99867,0.007353,5.863264,-0.001912,5.863269,-0.0020275,0.0000032,0.0006786,0.000000,0.000000,5.36200773e-03,0.00000000e+00,5.380e-18,1.110e-17
3.4800,22.76947,-15.17965,0.007469,5.947156,-0.001923,5.947161,-0.0020293,0.0000032,0.0006812,0.000000,0.000000,5.39576447e-03,0.00000000e+00,3.621e-17,2.361e-17
3.5000,23.04165,-15.36110,0.007586,6.031538,-0.001933,6.031543,-0.0020304,0.0000033,0.0006837,0.000000,0.000000,5.42880640e-03,0.00000000e+00,1.453e-17,6.112e-18
3.5200,23.31452,-15.54301,0.007704,6.116402,-0.001943,6.116408,-0.0020308,0.0000033,0.0006861,0.000000,0.000000,5.46112458e-03,0.00000000e+00,1.821e-17,1.571e-17
3.5400,23.58806,-15.72537,0.007823,6.201741,-0.001952,6.201746,-0.0020306,0.0000034,0.0006885,0.000000,0.000000,5.49271021e-03,0.00000000e+00,1.561e-17,1.244e-17
3.5600,23.86223,-15.90815,0.007942,6.287545,-0.001961,6.287550,-0.0020297,0.0000034,0.0006908,0.000000,0.000000,5.52355464e-03,0.00000000e+00,1.331e-17,6.763e-18
3.5800,24.13702,-16.09134,0.008063,6.373806,-0.001970,6.373812,-0.0020281,0.0000034,0.0006931,0.000000,0.000000,5.55364932e-03,0.00000000e+00,6.939e-18,2.288e-17
3.6000,24.41239,-16.27493,0.008184,6.460516,-0.001978,6.460522,-0.0020258,0.0000035,0.0006952,0.000000,0.000000,5.58298586e-03,0.00000000e+00,6.451e-18,7.969e-18
3.6200,24.68831,-16.45888,0.008307,6.547666,-0.001986,6.547672,-0.0020229,0.0000035,0.0006973,0.000000,0.000000,5.61155594e-03,0.00000000e+00,3.036e-17,3.781e-18
3.6400,24.96477,-16.64318,0.008430,6.635247,-0.001994,6.635253,-0.0020192,0.0000036,0.0006993,0.000000,0.000000,5.63935138e-03,0.00000000e+00,2.060e-17,1.540e-17
3.6600,25.24173,-16.82782,0.008554,6.723249,-0.002001,6.723255,-0.0020148,0.0000036,0.0007013,0.000000,0.000000,5.66636409e-03,0.00000000e+00,5.096e-18,1.765e-17
3.6800,25.51916,-17.01278,0.008679,6.811664,-0.002008,6.811670,-0.0020097,0.0000037,0.0007032,0.000000,0.000000,5.69258609e-03,0.00000000e+00,8.945e-18,1.927e-17
