t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,W_joint_J,E_damp_J,abs_dP,abs_dL
9.4200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.4400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.4600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.4800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.5000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.5200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.5400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.5600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.5800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.6000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.6200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.6400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.6600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.6800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.7000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.7200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.7400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.7600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.7800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.8000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.8200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.8400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.8600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.8800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.9000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.9200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.9400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.9600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.9800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.0000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.0200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.0400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.0600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.0800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.1000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.1200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.1400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.1600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.1800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.2000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.2200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.2400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.2600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.2800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.3000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.3200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.3400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.3600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.3800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.4000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.4200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.4400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.4600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.4800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.5000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.5200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.5400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.5600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.5800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.6000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.6200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.6400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.6600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.6800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.7000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.7200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.7400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.7600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.7800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.8000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.8200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.8400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.8600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.8800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.9000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.9200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.9400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.9600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
10.9800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.0000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.0200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.0400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.0600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.0800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.1000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.1200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.1400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.1600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.1800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.2000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.2200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.2400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.2600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.2800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.3000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.3200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.3400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.3600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.3800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.4000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.4200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.4400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.4600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.4800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.5000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.5200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.5400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.5600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.5800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.6000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.6200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.6400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.6600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.6800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.7000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.7200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.7400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.7600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.7800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.8000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.8200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.8400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.8600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.8800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.9000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.9200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.9400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.9600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
11.9800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
12.0000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
