t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
3.7400,22.585277,8.555887,20.142164,7.408710,1.615849,0.327399,1.840725,1.871500,-1.306042,5.52668435e-04,1.03694965e-06,6.93607748e-07,-3.84929864e-04,1.28358005e-07,-3.86542457e-07,6.33163888e-01,9.28242587e-02,2.02572001e-02,2.99858481e+00,3.58613348e-06,4.215e-16,9.992e-16
3.7600,22.611004,8.601915,20.143141,7.448523,1.616024,0.326749,1.840707,1.806254,-1.272471,5.46006629e-04,1.23035956e-05,-6.33728077e-07,-3.82866521e-04,-6.95224608e-06,3.77117544e-07,6.33187708e-01,9.28264767e-02,2.01620510e-02,2.99864998e+00,3.58998077e-06,3.313e-16,1.332e-15
3.7800,22.636797,8.647948,20.144075,7.488335,1.616207,0.326101,1.840684,1.743907,-1.236041,5.30927004e-04,1.63625279e-05,1.04888319e-07,-3.74554287e-04,-9.78893024e-06,-2.04625180e-08,6.33213436e-01,9.28291714e-02,2.00568923e-02,2.99872246e+00,3.59170470e-06,1.103e-15,8.882e-16
3.8000,22.662656,8.693984,20.144966,7.528145,1.616392,0.325455,1.840660,1.685138,-1.198420,5.07676767e-04,1.08883693e-05,5.36771288e-07,-3.60132684e-04,-6.75106721e-06,-3.01290905e-07,6.33239973e-01,9.28320669e-02,1.99476840e-02,2.99879792e+00,3.59510339e-06,2.290e-16,2.665e-15
3.8200,22.688582,8.740024,20.145814,7.567954,1.616557,0.324800,1.840647,1.615502,-1.151218,4.76634258e-04,-8.31657933e-07,-6.91994317e-07,-3.39836007e-04,3.33400595e-07,4.17193408e-07,6.33261261e-01,9.28336901e-02,1.98660247e-02,2.99885354e+00,3.60328966e-06,2.108e-15,3.109e-15
3.8400,22.714574,8.786067,20.146619,7.607761,1.616699,0.324138,1.840648,1.526478,-1.089092,4.38302839e-04,-1.18704026e-05,3.27472182e-07,-3.13989561e-04,7.27753557e-06,-1.50283364e-07,6.33276868e-01,9.28339225e-02,1.98143762e-02,2.99888742e+00,3.61351785e-06,9.714e-16,1.776e-15
3.8600,22.740632,8.832113,20.147381,7.647567,1.616831,0.323474,1.840656,1.387172,-0.993490,3.93298193e-04,-1.57557236e-05,3.34130302e-07,-2.83007017e-04,1.00088511e-05,-1.87264384e-07,6.33289828e-01,9.28334961e-02,1.97770024e-02,2.99891086e+00,3.62360925e-06,5.430e-16,1.332e-15
3.8800,22.766754,8.878161,20.148100,7.687373,1.616953,0.322807,1.840669,1.192489,-0.860417,3.42339618e-04,-1.02636041e-05,-6.70673889e-07,-2.47382912e-04,6.95823544e-06,4.11336442e-07,6.33300396e-01,9.28324797e-02,1.97524033e-02,2.99892498e+00,3.63681726e-06,5.933e-16,8.882e-16
3.9000,22.792942,8.924212,20.148776,7.727177,1.617081,0.322144,1.840678,0.967149,-0.704451,2.86237970e-04,1.31005526e-06,5.01278887e-07,-2.07685084e-04,-3.92850288e-08,-2.54644734e-07,6.33313089e-01,9.28319692e-02,1.97170966e-02,2.99894672e+00,3.65540386e-06,6.106e-16,2.665e-15
3.9200,22.819195,8.970266,20.149408,7.766979,1.617224,0.321489,1.840678,0.724659,-0.534546,2.25881255e-04,1.21257626e-05,1.09062215e-07,-1.64546479e-04,-6.84837919e-06,-5.95064111e-08,6.33329617e-01,9.28323855e-02,1.96620879e-02,2.99898264e+00,3.67602335e-06,1.023e-15,1.332e-15
3.9400,22.845512,9.016322,20.149998,7.806780,1.617365,0.320834,1.840679,0.494044,-0.368704,1.62225071e-04,1.58431600e-05,-5.77573105e-07,-1.18652485e-04,-9.47612068e-06,3.62857327e-07,6.33345756e-01,9.28327064e-02,1.96092765e-02,2.99901694e+00,3.69604644e-06,1.759e-15,1.332e-15
3.9600,22.871895,9.062381,20.150545,7.846580,1.617499,0.320178,1.840684,0.293273,-0.219026,9.62777437e-05,1.03371509e-05,6.11504511e-07,-7.07300869e-05,-6.41352224e-06,-3.23375975e-07,6.33360444e-01,9.28326626e-02,1.95644210e-02,2.99904538e+00,3.71798607e-06,6.436e-16,1.332e-15
3.9800,22.898341,9.108442,20.151048,7.886378,1.617615,0.319517,1.840699,0.101858,-0.074432,2.90832040e-05,-1.08891726e-06,-1.11234467e-07,-2.15370711e-05,4.98211724e-07,6.84762619e-08,6.33370580e-01,9.28314967e-02,1.95436867e-02,2.99905622e+00,3.74338140e-06,1.665e-16,5.551e-16
4.0000,22.924851,9.154505,20.151508,7.926175,1.617701,0.318845,1.840733,-0.091610,0.072027,-3.82934836e-05,-1.16829719e-05,-4.25966662e-07,2.81511957e-05,7.17492794e-06,2.80624084e-07,6.33373095e-01,9.28284586e-02,1.95630735e-02,2.99903785e+00,3.76858857e-06,7.980e-16,7.772e-16
