t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_L4,eta_R1,eta_R2,eta_R3,eta_R4,W_joint_J,E_damp_J,abs_dP,abs_dL
5.1800,45.65617,-30.43745,0.019167,13.799589,-0.001188,13.799602,0.0004192,0.0000068,0.0007902,0.045529,0.044870,1.35766477e-05,1.49049308e-07,1.12426148e-08,2.09270207e-09,1.33806828e-05,1.47467895e-07,1.11360280e-08,2.07390529e-09,4.96518763e-03,2.26880470e-10,3.036e-17,1.199e-17
5.2000,45.88984,-30.59322,0.019303,13.885775,-0.001162,13.885788,0.0004727,0.0000068,0.0007922,0.046826,0.046161,1.39634489e-05,1.53393693e-07,1.16811764e-08,2.17274669e-09,1.37656519e-05,1.51773111e-07,1.15718808e-08,2.15347352e-09,4.91771144e-03,2.27818141e-10,1.193e-17,1.292e-17
5.2200,46.12197,-30.74798,0.019438,13.971476,-0.001136,13.971490,0.0005264,0.0000069,0.0007942,0.047964,0.047293,1.43047628e-05,1.59348316e-07,1.20915996e-08,2.25296903e-09,1.41052106e-05,1.57681300e-07,1.19797241e-08,2.23322713e-09,4.86939201e-03,2.28548973e-10,1.735e-18,2.575e-17
5.2400,46.35255,-30.90170,0.019572,14.056683,-0.001110,14.056697,0.0005803,0.0000069,0.0007962,0.048946,0.048269,1.46017219e-05,1.66789402e-07,1.25392775e-08,2.33334626e-09,1.44004451e-05,1.65072676e-07,1.24247025e-08,2.31314310e-09,4.82024673e-03,2.29103145e-10,2.190e-17,1.111e-17
5.2600,46.58155,-31.05436,0.019706,14.141384,-0.001083,14.141398,0.0006344,0.0000069,0.0007983,0.049782,0.049100,1.48561622e-05,1.74725079e-07,1.29720664e-08,2.41371573e-09,1.46531457e-05,1.72961636e-07,1.28549467e-08,2.39305930e-09,4.77029374e-03,2.29510613e-10,6.072e-18,1.247e-17
5.2800,46.80895,-31.20597,0.019839,14.225571,-0.001057,14.225585,0.0006888,0.0000070,0.0008005,0.050486,0.049798,1.50705977e-05,1.81886590e-07,1.33881019e-08,2.49429820e-09,1.48657823e-05,1.80084265e-07,1.32685080e-08,2.47319607e-09,4.71955194e-03,2.29799990e-10,2.884e-17,3.564e-18
5.3000,47.03474,-31.35649,0.019972,14.309232,-0.001030,14.309246,0.0007433,0.0000070,0.0008027,0.051070,0.050375,1.52481854e-05,1.87477558e-07,1.38416298e-08,2.57521455e-09,1.50414699e-05,1.85644767e-07,1.37194626e-08,2.55367422e-09,4.66804103e-03,2.29997981e-10,3.057e-17,5.085e-17
5.3200,47.25889,-31.50593,0.020103,14.392358,-0.001003,14.392373,0.0007979,0.0000070,0.0008049,0.051547,0.050845,1.53926752e-05,1.91637785e-07,1.42709788e-08,2.65620597e-09,1.51839194e-05,1.89778986e-07,1.41464306e-08,2.63423674e-09,4.61578137e-03,2.30128554e-10,1.301e-18,1.220e-18
5.3400,47.48139,-31.65426,0.020234,14.474940,-0.000976,14.474954,0.0008528,0.0000071,0.0008072,0.051927,0.051218,1.55083464e-05,1.95352004e-07,1.46946305e-08,2.73717422e-09,1.52973746e-05,1.93465566e-07,1.45677351e-08,2.71478686e-09,4.56279395e-03,2.30211976e-10,1.713e-17,2.397e-17
5.3600,47.70221,-31.80148,0.020364,14.556968,-0.000948,14.556982,0.0009077,0.0000071,0.0008095,0.052223,0.051507,1.55999283e-05,1.99859678e-07,1.51489174e-08,2.81811421e-09,1.53865341e-05,1.97939398e-07,1.50196330e-08,2.79531977e-09,4.50910031e-03,2.30264380e-10,2.168e-19,2.761e-17
5.3800,47.92135,-31.94757,0.020493,14.638432,-0.000921,14.638447,0.0009628,0.0000071,0.0008119,0.052450,0.051724,1.56725119e-05,2.05918841e-07,1.55704116e-08,2.89875396e-09,1.54564631e-05,2.03958196e-07,1.54389582e-08,2.87556429e-09,4.45472255e-03,2.30297909e-10,2.494e-17,6.099e-19
5.4000,48.13877,-32.09252,0.020622,14.719324,-0.000893,14.719338,0.0010179,0.0000072,0.0008143,0.052626,0.051890,1.57314613e-05,2.13360897e-07,1.59962464e-08,2.97899845e-09,1.55125053e-05,2.11357448e-07,1.58626158e-08,2.95542554e-09,4.39968337e-03,2.30320955e-10,3.665e-17,3.385e-17
5.4200,48.35447,-32.23631,0.020750,14.799633,-0.000866,14.799648,0.0010731,0.0000072,0.0008167,0.052773,0.052027,1.57823242e-05,2.21194744e-07,1.64440786e-08,3.05907317e-09,1.55601942e-05,2.19152112e-07,1.63082704e-08,3.03512749e-09,4.34400614e-03,2.30338674e-10,2.645e-17,1.639e-17
5.4400,48.56842,-32.37895,0.020876,14.879352,-0.000838,14.879367,0.0011284,0.0000072,0.0008192,0.052914,0.052157,1.58307469e-05,2.28195564e-07,1.68572483e-08,3.13894745e-09,1.56051673e-05,2.26121794e-07,1.67194652e-08,3.11463909e-09,4.28771492e-03,2.30354345e-10,2.992e-17,4.720e-17
5.4600,48.78061,-32.52041,0.021002,14.958471,-0.000810,14.958486,0.0011838,0.0000073,0.0008218,0.053072,0.052302,1.58823890e-05,2.33627829e-07,1.72858745e-08,3.21849570e-09,1.56530821e-05,2.31531155e-07,1.71460644e-08,3.19383562e-09,4.23083444e-03,2.30371146e-10,1.800e-17,1.739e-17
5.4800,48.99102,-32.66068,0.021127,15.036981,-0.000782,15.036996,0.0012392,0.0000073,0.0008243,0.053264,0.052481,1.59428339e-05,2.37672468e-07,1.77264281e-08,3.29783253e-09,1.57095252e-05,2.35556997e-07,1.75846415e-08,3.27283147e-09,4.17339002e-03,2.30393373e-10,1.887e-17,1.315e-18
5.5000,49.19964,-32.79976,0.021251,15.114875,-0.000754,15.114890,0.0012945,0.0000073,0.0008269,0.053506,0.052708,1.60174947e-05,2.41310495e-07,1.81327889e-08,3.37679755e-09,1.57799197e-05,2.39174383e-07,1.79892145e-08,3.35146691e-09,4.11540749e-03,2.30427144e-10,4.207e-17,8.836e-18
5.5200,49.40644,-32.93763,0.021375,15.192143,-0.000726,15.192158,0.0013499,0.0000074,0.0008296,0.053811,0.052997,1.61115192e-05,2.45735768e-07,1.85603265e-08,3.45504351e-09,1.58694286e-05,2.43572926e-07,1.84149021e-08,3.42939604e-09,4.05691314e-03,2.30481139e-10,2.190e-17,2.465e-17
5.5400,49.61141,-33.07427,0.021497,15.268778,-0.000698,15.268793,0.0014053,0.0000074,0.0008323,0.054192,0.053363,1.62296946e-05,2.51645677e-07,1.89863836e-08,3.53261339e-09,1.59828608e-05,2.49449983e-07,1.88392144e-08,3.50666095e-09,3.99793367e-03,2.30567211e-10,1.453e-17,1.014e-17
5.5600,49.81454,-33.20969,0.021618,15.344771,-0.000670,15.344786,0.0014606,0.0000074,0.0008350,0.054666,0.053820,1.63763647e-05,2.58831398e-07,1.93815878e-08,3.60952320e-09,1.61245869e-05,2.56600876e-07,1.92328226e-08,3.58327641e-09,3.93849631e-03,2.30700453e-10,1.214e-17,2.370e-17
5.5800,50.01581,-33.34387,0.021739,15.420114,-0.000642,15.420130,0.0015158,0.0000075,0.0008377,0.055248,0.054385,1.65553595e-05,2.66306402e-07,1.98020553e-08,3.68561433e-09,1.62984686e-05,2.64044897e-07,1.96516128e-08,3.65908350e-09,3.87862881e-03,2.30898950e-10,1.366e-17,4.188e-18
5.6000,50.21520,-33.47680,0.021858,15.494801,-0.000614,15.494816,0.0015710,0.0000075,0.0008405,0.055954,0.055073,1.67699366e-05,2.72891964e-07,2.02109918e-08,3.76105476e-09,1.65077995e-05,2.70607334e-07,2.00589997e-08,3.73424888e-09,3.81835947e-03,2.31183763e-10,2.450e-17,7.847e-18
5.6200,50.41270,-33.60847,0.021977,15.568823,-0.000586,15.568838,0.0016261,0.0000075,0.0008433,0.056795,0.055896,1.70227356e-05,2.77912758e-07,2.05975919e-08,3.83595456e-09,1.67552586e-05,2.75612681e-07,2.04441407e-08,3.80888177e-09,3.75771711e-03,2.31578817e-10,1.561e-17,1.004e-17
5.6400,50.60830,-33.73887,0.022094,15.642172,-0.000558,15.642188,0.0016811,0.0000076,0.0008462,0.057777,0.056859,1.73157378e-05,2.81589481e-07,2.10106759e-08,3.91006709e-09,1.70428694e-05,2.79277379e-07,2.08556890e-08,3.88273644e-09,3.69673099e-03,2.32109937e-10,1.301e-17,6.844e-18
5.6600,50.80198,-33.86799,0.022211,15.714843,-0.000530,15.714858,0.0017360,0.0000076,0.0008490,0.058900,0.057964,1.76502299e-05,2.84899145e-07,2.14022801e-08,3.98331311e-09,1.73719631e-05,2.82572649e-07,2.12459164e-08,3.95573385e-09,3.63543071e-03,2.32803185e-10,2.060e-17,2.925e-17
5.6800,50.99373,-33.99582,0.022326,15.786827,-0.000502,15.786843,0.0017907,0.0000076,0.0008519,0.060163,0.059209,1.80267755e-05,2.88991234e-07,2.17790051e-08,4.05567220e-09,1.77431489e-05,2.86644069e-07,2.16213146e-08,4.02785315e-09,3.57384619e-03,2.33683253e-10,2.233e-17,7.996e-18
5.7000,51.18353,-34.12235,0.022441,15.858118,-0.000474,15.858133,0.0018453,0.0000076,0.0008549,0.061563,0.060592,1.84451958e-05,2.94506100e-07,2.21777369e-08,4.12691050e-09,1.81562947e-05,2.92132250e-07,2.20186675e-08,4.09886039e-09,3.51200761e-03,2.34771851e-10,9.324e-18,1.058e-17
5.7200,51.37137,-34.24758,0.022554,15.928709,-0.000446,15.928724,0.0018997,0.0000077,0.0008578,0.063098,0.062109,1.89045660e-05,3.01199208e-07,2.25471337e-08,4.19701341e-09,1.86105224e-05,2.98796865e-07,2.23868503e-08,4.16873995e-09,3.44994547e-03,2.36085869e-10,1.691e-17,3.484e-17
5.7400,51.55724,-34.37150,0.022667,15.998593,-0.000418,15.998609,0.0019540,0.0000077,0.0008608,0.064765,0.063760,1.94032307e-05,3.08091528e-07,2.29113136e-08,4.26616358e-09,1.91042220e-05,3.05664496e-07,2.27498065e-08,4.23767277e-09,3.38769063e-03,2.37635773e-10,1.171e-17,2.052e-17
5.7600,51.74113,-34.49409,0.022778,16.067765,-0.000390,16.067781,0.0020080,0.0000077,0.0008638,0.066561,0.065540,1.99388343e-05,3.14051659e-07,2.32929655e-08,4.33435256e-09,1.96350817e-05,3.11607383e-07,2.31301972e-08,4.30564964e-09,3.32527431e-03,2.39424793e-10,9.975e-18,3.109e-17
5.7800,51.92302,-34.61535,0.022888,16.136218,-0.000362,16.136234,0.0020618,0.0000077,0.0008668,0.068477,0.067440,2.05083644e-05,3.18463182e-07,2.36428862e-08,4.40155771e-09,2.02001302e-05,3.16008627e-07,2.34790065e-08,4.37264787e-09,3.26272802e-03,2.41448609e-10,1.605e-17,9.487e-20
5.8000,52.10291,-34.73527,0.022997,16.203946,-0.000335,16.203963,0.0021154,0.0000078,0.0008698,0.070500,0.069449,2.11082025e-05,3.21584160e-07,2.39971809e-08,4.46783744e-09,2.07957865e-05,3.19121971e-07,2.38321405e-08,4.43872581e-09,3.20008352e-03,2.43694911e-10,1.518e-17,1.117e-17
5.8200,52.28077,-34.85385,0.023105,16.270944,-0.000307,16.270961,0.0021687,0.0000078,0.0008729,0.072612,0.071548,2.17341780e-05,3.24386199e-07,2.43607164e-08,4.53306096e-09,2.14179139e-05,3.21913448e-07,2.41945208e-08,4.50375301e-09,3.13737267e-03,2.46142985e-10,1.887e-17,1.346e-17
5.8400,52.45661,-34.97107,0.023212,16.337206,-0.000279,16.337222,0.0022218,0.0000078,0.0008760,0.074795,0.073719,2.23816259e-05,3.27974668e-07,2.46907562e-08,4.59702677e-09,2.20618766e-05,3.25484897e-07,2.45235478e-08,4.56752858e-09,3.07462747e-03,2.48763935e-10,2.212e-17,1.289e-17
5.8600,52.63040,-35.08694,0.023318,16.402726,-0.000252,16.402743,0.0022745,0.0000078,0.0008790,0.077028,0.075942,2.30454532e-05,3.32934861e-07,2.50309689e-08,4.65973690e-09,2.27226059e-05,3.30422181e-07,2.48626777e-08,4.63005405e-09,3.01187993e-03,2.51521482e-10,1.344e-17,1.354e-17
5.8800,52.80215,-35.20143,0.023423,16.467500,-0.000225,16.467516,0.0023270,0.0000079,0.0008821,0.079295,0.078200,2.37202133e-05,3.38989496e-07,2.53706898e-08,4.72123781e-09,2.33946747e-05,3.36452314e-07,2.52013565e-08,4.69137475e-09,2.94916217e-03,2.54372906e-10,2.494e-17,9.080e-19
5.9000,52.97184,-35.31456,0.023526,16.531522,-0.000198,16.531538,0.0023792,0.0000079,0.0008853,0.081579,0.080476,2.44001938e-05,3.45168577e-07,2.56798884e-08,4.78150614e-09,2.40723837e-05,3.42610729e-07,2.55096178e-08,4.75146687e-09,2.88650641e-03,2.57270500e-10,2.472e-17,5.922e-18
5.9200,53.13945,-35.42630,0.023628,16.594787,-0.000171,16.594804,0.0024311,0.0000079,0.0008884,0.083864,0.082755,2.50795121e-05,3.50387114e-07,2.60054349e-08,4.84065617e-09,2.47498580e-05,3.47815765e-07,2.58341338e-08,4.81044422e-09,2.82394497e-03,2.60163846e-10,1.214e-17,1.060e-17
5.9400,53.30499,-35.53666,0.023730,16.657291,-0.000144,16.657308,0.0024826,0.0000079,0.0008915,0.086132,0.085018,2.57522142e-05,3.54085269e-07,2.63228146e-08,4.89880446e-09,2.54211448e-05,3.51506857e-07,2.61505522e-08,4.86842304e-09,2.76151020e-03,2.63002370e-10,8.890e-18,6.302e-18
5.9600,53.46845,-35.64563,0.023830,16.719030,-0.000117,16.719046,0.0025338,0.0000080,0.0008947,0.088361,0.087244,2.64123714e-05,3.56554273e-07,2.66155603e-08,4.95581677e-09,2.60803105e-05,3.53970914e-07,2.64424106e-08,4.92527017e-09,2.69923441e-03,2.65737451e-10,1.258e-17,1.621e-17
5.9800,53.62981,-35.75320,0.023929,16.779998,-0.000091,16.780015,0.0025846,0.0000080,0.0008978,0.090529,0.089410,2.70541711e-05,3.58757466e-07,2.69263676e-08,5.01158009e-09,2.67215313e-05,3.56165959e-07,2.67522519e-08,4.98087369e-09,2.63714980e-03,2.68324165e-10,1.496e-17,3.795e-19
6.0000,53.78906,-35.85938,0.024026,16.840193,-0.000064,16.840210,0.0026350,0.0000080,0.0009010,0.092613,0.091494,2.76719993e-05,3.61755363e-07,2.72195288e-08,5.06609185e-09,2.73391770e-05,3.59149362e-07,2.70445584e-08,5.03523110e-09,2.57528836e-03,2.70723046e-10,2.407e-17,7.291e-18
6.0200,53.94621,-35.96414,0.024123,16.899610,-0.000038,16.899627,0.0026850,0.0000080,0.0009042,0.094593,0.093475,2.82605224e-05,3.66078761e-07,2.74935898e-08,5.11921314e-09,2.79278917e-05,3.63452806e-07,2.73178119e-08,5.08820388e-09,2.51368187e-03,2.72901712e-10,1.995e-17,4.811e-18
6.0400,54.10124,-36.06749,0.024218,16.958246,-0.000012,16.958263,0.0027347,0.0000081,0.0009074,0.096454,0.095337,2.88147650e-05,3.71419041e-07,2.77842060e-08,5.17090964e-09,2.84826733e-05,3.68772039e-07,2.76075596e-08,5.13975772e-09,2.45236193e-03,2.74835909e-10,1.149e-17,9.175e-18
6.0600,54.25415,-36.16943,0.024312,17.016096,0.000013,17.016113,0.0027839,0.0000081,0.0009105,0.098183,0.097069,2.93301890e-05,3.76815803e-07,2.80510149e-08,5.22136572e-09,2.89989521e-05,3.74151917e-07,2.78736247e-08,5.19007606e-09,2.39135991e-03,2.76510247e-10,1.583e-17,1.855e-17
6.0800,54.40493,-36.26995,0.024405,17.073159,0.000039,17.073176,0.0028327,0.0000081,0.0009137,0.099770,0.098660,2.98027699e-05,3.81228572e-07,2.83076618e-08,5.27060487e-09,2.94726679e-05,3.78554989e-07,2.81295341e-08,5.23918259e-09,2.33070702e-03,2.77918967e-10,1.084e-17,2.832e-18
6.1000,54.55358,-36.36905,0.024496,17.129430,0.000064,17.129447,0.0028810,0.0000081,0.0009169,0.101205,0.100100,3.02290647e-05,3.84150428e-07,2.85786590e-08,5.31858047e-09,2.99003387e-05,3.81473386e-07,2.83997589e-08,5.28703160e-09,2.27043417e-03,2.79066261e-10,2.060e-17,8.226e-18
6.1200,54.70008,-36.46672,0.024587,17.184907,0.000089,17.184924,0.0029289,0.0000081,0.0009201,0.102478,0.101378,3.06062665e-05,3.85901839e-07,2.88221314e-08,5.36534360e-09,3.02791155e-05,3.83223263e-07,2.86425986e-08,5.33367484e-09,2.21057194e-03,2.79965613e-10,2.244e-17,1.952e-18
6.1400,54.84445,-36.56296,0.024676,17.239587,0.000114,17.239604,0.0029763,0.0000082,0.0009233,0.103578,0.102484,3.09322446e-05,3.87434361e-07,2.90625005e-08,5.41075981e-09,3.06068238e-05,3.84751110e-07,2.88823275e-08,5.37897908e-09,2.15115047e-03,2.80638481e-10,1.561e-17,1.580e-17
6.1600,54.98666,-36.65777,0.024764,17.293467,0.000139,17.293485,0.0030232,0.0000082,0.0009264,0.104497,0.103409,3.12055683e-05,3.89762687e-07,2.93102111e-08,5.45462975e-09,3.08819877e-05,3.87068832e-07,2.91294129e-08,5.42274615e-09,2.09219942e-03,2.81112839e-10,1.366e-17,1.278e-17
6.1800,55.12672,-36.75115,0.024850,17.346546,0.000163,17.346564,0.0030697,0.0000082,0.0009296,0.105231,0.104150,3.14255191e-05,3.93363964e-07,2.95272013e-08,5.49696138e-09,3.11038433e-05,3.90654728e-07,2.93459249e-08,5.46498401e-09,2.03374795e-03,2.81421533e-10,2.927e-17,1.256e-17
6.2000,55.26463,-36.84309,0.024936,17.398821,0.000187,17.398839,0.0031156,0.0000082,0.0009327,0.105781,0.104706,3.15920964e-05,3.97899490e-07,2.97468604e-08,5.53775786e-09,3.12723450e-05,3.95174493e-07,2.95650810e-08,5.50569564e-09,1.97582471e-03,2.81600234e-10,2.342e-17,1.166e-18
6.2200,55.40038,-36.93359,0.025020,17.450291,0.000211,17.450309,0.0031610,0.0000082,0.0009359,0.106152,0.105084,3.17060154e-05,4.02419297e-07,2.99670377e-08,5.57699465e-09,3.13881644e-05,3.99683196e-07,2.97848021e-08,5.54485653e-09,1.91845784e-03,2.81685394e-10,1.409e-17,1.221e-17
6.2400,55.53397,-37.02265,0.025102,17.500953,0.000235,17.500971,0.0032059,0.0000083,0.0009390,0.106353,0.105291,3.17686985e-05,4.05926121e-07,3.01583100e-08,5.61477192e-09,3.14526820e-05,4.03186275e-07,2.99757459e-08,5.58256682e-09,1.86167499e-03,2.81712642e-10,1.800e-17,4.066e-19
6.2600,55.66540,-37.11027,0.025184,17.550806,0.000258,17.550824,0.0032503,0.0000083,0.0009421,0.106392,0.105336,3.17822561e-05,4.07962911e-07,3.03581206e-08,5.65111656e-09,3.14679686e-05,4.05225493e-07,3.01751926e-08,5.61885387e-09,1.80550323e-03,2.81715331e-10,6.180e-18,5.828e-18
6.2800,55.79467,-37.19644,0.025264,17.599849,0.000281,17.599867,0.0032941,0.0000083,0.0009452,0.106279,0.105228,3.17494513e-05,4.08876392e-07,3.05511102e-08,5.68589428e-09,3.14367514e-05,4.06143248e-07,3.03679064e-08,5.65358453e-09,1.74996898e-03,2.81722868e-10,3.036e-18,2.711e-20
6.3000,55.92177,-37.28118,0.025343,17.648081,0.000304,17.648099,0.0033374,0.0000083,0.0009483,0.106020,0.104974,3.16736500e-05,4.09604182e-07,3.07175024e-08,5.71898957e-09,3.13623638e-05,4.06872306e-07,3.05341415e-08,5.68664434e-09,1.69509795e-03,2.81759226e-10,7.806e-18,1.318e-17
6.3200,56.04670,-37.36447,0.025420,17.695501,0.000326,17.695519,0.0033801,0.0000083,0.0009514,0.105626,0.104584,3.15587575e-05,4.11115224e-07,3.08935183e-08,5.75030907e-09,3.12486836e-05,4.08379129e-07,3.07099788e-08,5.71794035e-09,1.64091509e-03,2.81842130e-10,3.209e-17,1.327e-17
6.3400,56.16947,-37.44631,0.025497,17.742108,0.000349,17.742126,0.0034223,0.0000083,0.0009545,0.105110,0.104072,3.14091454e-05,4.13835324e-07,3.10537627e-08,5.77973210e-09,3.11000598e-05,4.11090875e-07,3.08701686e-08,5.74735197e-09,1.58744456e-03,2.81982726e-10,8.782e-18,3.015e-18
6.3600,56.29008,-37.52672,0.025572,17.787901,0.000371,17.787919,0.0034638,0.0000084,0.0009575,0.104490,0.103454,3.12295759e-05,4.17398288e-07,3.11913126e-08,5.80722604e-09,3.09212375e-05,4.14645720e-07,3.10077542e-08,5.77484630e-09,1.53470976e-03,2.82185429e-10,2.201e-17,7.732e-18
6.3800,56.40852,-37.60568,0.025645,17.832881,0.000392,17.832900,0.0035048,0.0000084,0.0009605,0.103786,0.102752,3.10251253e-05,4.20866478e-07,3.13388397e-08,5.83287059e-09,3.07172815e-05,4.18110800e-07,3.11552978e-08,5.80050234e-09,1.48273332e-03,2.82448225e-10,1.615e-17,6.471e-18
6.4000,56.52480,-37.68320,0.025718,17.877048,0.000413,17.877066,0.0035452,0.0000084,0.0009635,0.103019,0.101986,3.08011044e-05,4.23286086e-07,3.14651408e-08,5.85669334e-09,3.04934972e-05,4.20534665e-07,3.12817499e-08,5.82434736e-09,1.43153709e-03,2.82763671e-10,1.475e-17,7.501e-18
6.4200,56.63892,-37.75928,0.025789,17.920401,0.000434,17.920419,0.0035849,0.0000084,0.0009664,0.102209,0.101176,3.05629786e-05,4.24248609e-07,3.15754423e-08,5.87863771e-09,3.02553498e-05,4.21507368e-07,3.13922590e-08,5.84632526e-09,1.38114209e-03,2.83120171e-10,8.782e-18,1.251e-17
6.4400,56.75088,-37.83392,0.025859,17.962941,0.000455,17.962960,0.0036241,0.0000084,0.0009694,0.101374,0.100340,3.03162791e-05,4.24125286e-07,3.16938175e-08,5.89866030e-09,3.00083766e-05,4.21395802e-07,3.15108436e-08,5.86639304e-09,1.33156846e-03,2.83503095e-10,7.481e-18,5.428e-18
6.4600,56.86069,-37.90713,0.025927,18.004669,0.000475,18.004688,0.0036626,0.0000084,0.0009723,0.100529,0.099493,3.00665091e-05,4.23839616e-07,3.17854681e-08,5.91664537e-09,2.97580926e-05,4.21118805e-07,3.16028546e-08,5.88443531e-09,1.28283537e-03,2.83895964e-10,8.565e-18,7.081e-18
6.4800,56.96835,-37.97890,0.025994,18.045586,0.000495,18.045604,0.0037005,0.0000084,0.0009751,0.099689,0.098650,2.98190474e-05,4.24316234e-07,3.18656855e-08,5.93240426e-09,2.95098942e-05,4.21598798e-07,3.16834694e-08,5.90026381e-09,1.23496104e-03,2.84281981e-10,2.082e-17,1.108e-17
6.5000,57.07386,-38.04924,0.026060,18.085691,0.000515,18.085710,0.0037378,0.0000085,0.0009780,0.098871,0.097829,2.95790538e-05,4.25933093e-07,3.19484380e-08,5.94588855e-09,2.92689639e-05,4.23215256e-07,3.17666459e-08,5.91382956e-09,1.18796271e-03,2.84645521e-10,1.117e-17,1.427e-17
6.5200,57.17723,-38.11815,0.026125,18.124988,0.000534,18.125007,0.0037745,0.0000085,0.0009808,0.098091,0.097046,2.93513814e-05,4.28300590e-07,3.20010634e-08,5.95712610e-09,2.90401827e-05,4.25582882e-07,3.18198378e-08,5.92515933e-09,1.14185661e-03,2.84973198e-10,5.855e-18,2.148e-18
6.5400,57.27846,-38.18564,0.026188,18.163477,0.000553,18.163496,0.0038105,0.0000085,0.0009835,0.097369,0.096319,2.91405006e-05,4.30496107e-07,3.20481342e-08,5.96609547e-09,2.88280533e-05,4.27783565e-07,3.18674767e-08,5.93423106e-09,1.09665803e-03,2.85254710e-10,2.819e-17,7.325e-18
6.5600,57.37756,-38.25171,0.026250,18.201160,0.000572,18.201179,0.0038458,0.0000085,0.0009863,0.096722,0.095667,2.89504309e-05,4.31610669e-07,3.20932545e-08,5.97285701e-09,2.86366311e-05,4.28910344e-07,3.19132039e-08,5.94110443e-09,1.05238129e-03,2.85483691e-10,8.782e-18,4.879e-18
6.5800,57.47453,-38.31636,0.026310,18.238039,0.000590,18.238058,0.0038805,0.0000085,0.0009890,0.096161,0.095102,2.87846813e-05,4.31283687e-07,3.21087392e-08,5.97745366e-09,2.84694645e-05,4.28600966e-07,3.19294180e-08,5.94582202e-09,1.00903970e-03,2.85658187e-10,8.457e-18,2.731e-18
6.6000,57.56939,-38.37959,0.026370,18.274116,0.000608,18.274135,0.0039145,0.0000085,0.0009916,0.095697,0.094632,2.86461957e-05,4.29910027e-07,3.21235006e-08,5.97975661e-09,2.83295387e-05,4.27245947e-07,3.19448935e-08,5.94825548e-09,9.66645504e-04,2.85780474e-10,2.819e-18,5.062e-18
6.6200,57.66213,-38.44142,0.026428,18.309393,0.000626,18.309412,0.0039479,0.0000085,0.0009942,0.095333,0.094264,2.85373008e-05,4.28399468e-07,3.21294718e-08,5.97965787e-09,2.82192238e-05,4.25750613e-07,3.19516467e-08,5.94829698e-09,9.25209871e-04,2.85856553e-10,5.313e-18,1.517e-17
6.6400,57.75277,-38.50185,0.026484,18.343874,0.000643,18.343893,0.0039806,0.0000085,0.0009968,0.095072,0.093998,2.84596623e-05,4.27634392e-07,3.21060895e-08,5.97710245e-09,2.81402300e-05,4.24995410e-07,3.19291531e-08,5.94589116e-09,8.84742851e-04,2.85895661e-10,1.637e-17,2.101e-19
6.6600,57.84132,-38.56088,0.026540,18.377561,0.000660,18.377580,0.0040127,0.0000086,0.0009994,0.094917,0.093839,2.84142514e-05,4.27948349e-07,3.20837708e-08,5.97199043e-09,2.80935735e-05,4.25315576e-07,3.19076992e-08,5.94093757e-09,8.45253388e-04,2.85909543e-10,4.337e-18,3.253e-18
6.6800,57.92778,-38.61852,0.026594,18.410457,0.000677,18.410476,0.0040440,0.0000086,0.0010018,0.094870,0.093788,2.84013261e-05,4.28932275e-07,3.20459988e-08,5.96433255e-09,2.80795567e-05,4.26306307e-07,3.18708723e-08,5.93344601e-09,8.06749331e-04,2.85911276e-10,7.806e-18,1.488e-17
6.7000,58.01216,-38.67477,0.026647,18.442565,0.000693,18.442584,0.0040747,0.0000086,0.0010043,0.094932,0.093847,2.84204295e-05,4.29681031e-07,3.19826990e-08,5.95424062e-09,2.80977661e-05,4.27066727e-07,3.18085861e-08,5.92352716e-09,7.69237459e-04,2.85914015e-10,8.240e-18,1.071e-18
6.7200,58.09448,-38.72965,0.026699,18.473889,0.000709,18.473908,0.0041047,0.0000086,0.0010067,0.095102,0.094015,2.84704028e-05,4.29331018e-07,3.19228536e-08,5.94174854e-09,2.81470839e-05,4.26734961e-07,3.17497186e-08,5.91121444e-09,7.32723466e-04,2.85929994e-10,1.605e-17,2.406e-18
6.7400,58.17473,-38.78316,0.026749,18.504433,0.000724,18.504452,0.0041341,0.0000086,0.0010090,0.095376,0.094287,2.85494084e-05,4.27568572e-07,3.18431801e-08,5.92685936e-09,2.82257110e-05,4.24995507e-07,3.16711117e-08,5.89651086e-09,6.97211951e-04,2.85969573e-10,9.975e-18,4.865e-18
6.7600,58.25295,-38.83530,0.026798,18.534201,0.000739,18.534220,0.0041627,0.0000086,0.0010113,0.095743,0.094654,2.86549618e-05,4.24810672e-07,3.17429830e-08,5.90956342e-09,2.83311978e-05,4.22261049e-07,3.15720236e-08,5.87940699e-09,6.62706388e-04,2.86040182e-10,1.041e-17,1.626e-19
6.7800,58.32913,-38.88609,0.026846,18.563197,0.000754,18.563216,0.0041907,0.0000086,0.0010136,0.096189,0.095101,2.87839680e-05,4.21952752e-07,3.16451513e-08,5.88976432e-09,2.84604802e-05,4.19422817e-07,3.14752804e-08,5.85980671e-09,6.29209102e-04,2.86145568e-10,3.578e-18,4.710e-18
6.8000,58.40329,-38.93553,0.026892,18.591426,0.000768,18.591445,0.0042180,0.0000086,0.0010158,0.096700,0.095614,2.89327643e-05,4.19836105e-07,3.15221440e-08,5.86736798e-09,2.86099224e-05,4.17320471e-07,3.13534648e-08,5.83761601e-09,5.96721259e-04,2.86285663e-10,3.469e-18,4.432e-18
