t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_L4,eta_R1,eta_R2,eta_R3,eta_R4,W_joint_J,E_damp_J,abs_dP,abs_dL
11.6000,60.00000,-40.00000,0.027905,19.199820,0.001088,19.199840,0.0048206,0.0000088,0.0010678,0.006282,0.006039,1.85907037e-06,4.93367747e-09,-1.04617617e-10,-7.67215283e-12,1.78733218e-06,4.94944225e-09,-1.00192252e-10,-6.95403730e-12,1.54644642e-09,6.45551038e-10,3.388e-21,4.235e-22
11.6200,60.00000,-40.00000,0.027905,19.199816,0.001088,19.199836,0.0048206,0.0000088,0.0010678,0.008116,0.007874,2.40271282e-06,7.45527350e-09,-2.31008577e-11,-1.03436633e-11,2.33140979e-06,7.46871362e-09,-1.92618451e-11,-9.63039169e-12,1.54644642e-09,6.47410827e-10,3.388e-21,8.470e-22
11.6400,60.00000,-40.00000,0.027905,19.199813,0.001088,19.199833,0.0048206,0.0000088,0.0010678,0.009832,0.009596,2.90691180e-06,5.13450005e-09,-4.97873408e-11,-1.32200550e-11,2.83728021e-06,5.17319997e-09,-4.58891137e-11,-1.25226782e-11,1.54644642e-09,6.49014999e-10,1.694e-21,3.176e-22
11.6600,60.00000,-40.00000,0.027906,19.199810,0.001088,19.199830,0.0048206,0.0000088,0.0010678,0.011399,0.011173,3.36362440e-06,-7.04317682e-10,-1.28511470e-10,-1.34085207e-11,3.29686923e-06,-6.28884229e-10,-1.24494361e-10,-1.27517869e-11,1.54644642e-09,6.50336830e-10,1.694e-21,6.353e-22
11.6800,60.00000,-40.00000,0.027906,19.199808,0.001088,19.199827,0.0048206,0.0000088,0.0010677,0.012782,0.012569,3.76560691e-06,-6.66224860e-09,-3.20749639e-11,-1.42241318e-11,3.70288074e-06,-6.56199039e-09,-2.88792390e-11,-1.36143645e-11,1.54644642e-09,6.51365703e-10,6.776e-21,4.235e-22
11.7000,60.00000,-40.00000,0.027906,19.199805,0.001088,19.199825,0.0048206,0.0000088,0.0010677,0.013946,0.013750,4.10650283e-06,-9.28933017e-09,-8.69509082e-11,-1.64986674e-11,4.04888620e-06,-9.19284948e-09,-8.37060194e-11,-1.59350187e-11,1.54644642e-09,6.52109499e-10,8.470e-22,2.118e-22
11.7200,60.00000,-40.00000,0.027906,19.199804,0.001088,19.199823,0.0048206,0.0000088,0.0010677,0.014868,0.014693,4.38092792e-06,-7.11643508e-09,-1.35545233e-10,-1.71084388e-11,4.32941120e-06,-7.05249133e-09,-1.32487447e-10,-1.66058897e-11,1.54644642e-09,6.52596115e-10,4.235e-22,2.118e-22
11.7400,60.00000,-40.00000,0.027906,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015539,0.015388,4.58454264e-06,-1.50753170e-09,-4.55786417e-11,-1.77468708e-11,4.54000955e-06,-1.48847961e-09,-4.33956795e-11,-1.73135548e-11,1.54644642e-09,6.52869727e-10,1.694e-21,2.382e-22
11.7600,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.015959,0.015834,4.71412714e-06,4.16696482e-09,-1.24609950e-10,-1.97946157e-11,4.67733981e-06,4.15194254e-09,-1.22391649e-10,-1.94305602e-11,1.54644642e-09,6.52985966e-10,4.235e-22,1.059e-22
11.7800,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016132,0.016036,4.76766068e-06,6.53902487e-09,-1.35290124e-10,-2.00041074e-11,4.73924633e-06,6.51693163e-09,-1.33594381e-10,-1.97245285e-11,1.54644642e-09,6.53010357e-10,2.118e-22,1.323e-23
11.8000,60.00000,-40.00000,0.027907,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016061,0.015995,4.74436967e-06,4.22832227e-09,-5.13107034e-11,-1.87495356e-11,4.72480946e-06,4.22591796e-09,-5.05382147e-11,-1.85673176e-11,1.54644642e-09,6.53016065e-10,1.059e-22,1.323e-22
11.8200,60.00000,-40.00000,0.027907,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015742,0.015707,4.64474693e-06,-1.35891611e-09,-1.33907650e-10,-1.85990253e-11,4.63436729e-06,-1.33119827e-09,-1.33180249e-10,-1.85099543e-11,1.54644642e-09,6.53077179e-10,1.271e-21,2.118e-22
11.8400,60.00000,-40.00000,0.027907,19.199803,0.001089,19.199823,0.0048206,0.0000088,0.0010677,0.015171,0.015167,4.47053789e-06,-6.87919755e-09,-1.03479874e-10,-1.76410362e-11,4.46950488e-06,-6.83347111e-09,-1.03515956e-10,-1.76464852e-11,1.54644642e-09,6.53261969e-10,4.235e-22,2.118e-22
11.8600,60.00000,-40.00000,0.027907,19.199804,0.001089,19.199824,0.0048206,0.0000088,0.0010677,0.014345,0.014374,4.22468247e-06,-9.04364827e-09,-3.82510883e-11,-1.54363447e-11,4.23299941e-06,-9.00727321e-09,-3.90619984e-11,-1.55397495e-11,1.54644642e-09,6.53630469e-10,8.470e-22,1.059e-22
11.8800,60.00000,-40.00000,0.027908,19.199806,0.001089,19.199826,0.0048206,0.0000088,0.0010677,0.013275,0.013334,3.91124608e-06,-6.55829560e-09,-1.24374721e-10,-1.48058439e-11,3.92875425e-06,-6.55753056e-09,-1.25182179e-10,-1.49950866e-11,1.54644642e-09,6.54232569e-10,1.694e-21,2.118e-22
11.9000,60.00000,-40.00000,0.027908,19.199809,0.001089,19.199829,0.0048206,0.0000088,0.0010678,0.011982,0.012071,3.53534821e-06,-8.70596909e-10,-6.83290564e-11,-1.44064948e-11,3.56173030e-06,-9.14967980e-10,-6.99508933e-11,-1.46748841e-11,1.54644642e-09,6.55102991e-10,2.541e-21,5.823e-22
11.9200,60.00000,-40.00000,0.027908,19.199811,0.001089,19.199831,0.0048206,0.0000088,0.0010678,0.010498,0.010617,3.10308233e-06,4.70228496e-09,-3.17058050e-11,-1.22330050e-11,3.13786840e-06,4.62567880e-09,-3.38601323e-11,-1.25857770e-11,1.54644642e-09,6.56257377e-10,1.694e-21,2.118e-22
11.9400,60.00000,-40.00000,0.027908,19.199815,0.001089,19.199834,0.0048206,0.0000088,0.0010678,0.008859,0.009003,2.62144216e-06,6.94667285e-09,-1.07314903e-10,-1.05238039e-11,2.66401775e-06,6.86557319e-09,-1.09474838e-10,-1.09540217e-11,1.54644642e-09,6.57693212e-10,1.694e-21,4.235e-22
11.9600,60.00000,-40.00000,0.027908,19.199818,0.001089,19.199838,0.0048206,0.0000088,0.0010678,0.007094,0.007262,2.09823113e-06,4.64800615e-09,-2.39852279e-11,-9.03241806e-12,2.14784756e-06,4.58874157e-09,-2.69932029e-11,-9.53079746e-12,1.54644642e-09,6.59391605e-10,3.388e-21,1.271e-21
11.9800,60.00000,-40.00000,0.027908,19.199821,0.001089,19.199841,0.0048207,0.0000088,0.0010678,0.005227,0.005416,1.54193784e-06,-7.12533330e-10,-8.92057112e-12,-5.60533417e-12,1.59772494e-06,-7.40243220e-10,-1.22176018e-11,-6.17221715e-12,1.54644642e-09,6.61316536e-10,3.388e-21,4.235e-22
12.0000,60.00000,-40.00000,0.027909,19.199825,0.001089,19.199845,0.0048207,0.0000088,0.0010678,0.003278,0.003485,9.61593224e-07,-5.85235303e-09,-6.27007449e-11,-2.51042466e-12,1.02257443e-06,-5.86059128e-09,-6.59816566e-11,-3.13286700e-12,1.54644642e-09,6.63415544e-10,6.776e-21,8.470e-22
