t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_R1,eta_R2,W_joint_J,E_damp_J,abs_dP,abs_dL
10.6400,60.00000,-40.00000,0.027905,19.199814,0.001088,19.199834,0.0048206,0.0000088,0.0010678,0.009281,0.009030,2.74319171e-06,3.99638049e-09,2.66904150e-06,4.01533120e-09,1.54646389e-09,5.89341721e-10,1.016e-20,4.235e-22
10.6600,60.00000,-40.00000,0.027905,19.199811,0.001088,19.199831,0.0048206,0.0000088,0.0010678,0.010955,0.010704,3.24171845e-06,8.57071805e-09,3.16759706e-06,8.57256968e-09,1.54646389e-09,5.90905807e-10,8.470e-21,1.059e-22
10.6800,60.00000,-40.00000,0.027905,19.199808,0.001088,19.199828,0.0048206,0.0000088,0.0010677,0.012469,0.012222,3.68735407e-06,7.48790949e-09,3.61454734e-06,7.50860905e-09,1.54646389e-09,5.92159338e-10,3.388e-21,4.235e-22
10.7000,60.00000,-40.00000,0.027905,19.199806,0.001088,19.199825,0.0048206,0.0000088,0.0010677,0.013796,0.013558,4.07300626e-06,1.35785795e-09,4.00277497e-06,1.42115869e-09,1.54646389e-09,5.93103841e-10,4.235e-21,4.235e-22
10.7200,60.00000,-40.00000,0.027906,19.199804,0.001088,19.199823,0.0048206,0.0000088,0.0010677,0.014905,0.014679,4.39259087e-06,-6.22528456e-09,4.32614847e-06,-6.12243005e-09,1.54646389e-09,5.93758047e-10,4.235e-22,4.235e-22
10.7400,60.00000,-40.00000,0.027906,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015763,0.015554,4.64110435e-06,-1.08268173e-08,4.57959603e-06,-1.07128379e-08,1.54646389e-09,5.94157626e-10,2.068e-24,2.647e-22
10.7600,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016347,0.016159,4.81467337e-06,-9.79452166e-09,4.75915687e-06,-9.70674142e-09,1.54646389e-09,5.94356784e-10,1.271e-21,1.853e-22
10.7800,60.00000,-40.00000,0.027906,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016652,0.016487,4.91059821e-06,-3.80923115e-09,4.86202628e-06,-3.77219819e-09,1.54646389e-09,5.94423589e-10,2.118e-22,5.294e-23
10.8000,60.00000,-40.00000,0.027906,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016684,0.016546,4.92739953e-06,3.54372902e-09,4.88660406e-06,3.53222115e-09,1.54646389e-09,5.94431769e-10,9.264e-23,2.647e-23
10.8200,60.00000,-40.00000,0.027906,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016457,0.016348,4.86486456e-06,7.91360992e-09,4.83254219e-06,7.88059347e-09,1.54646389e-09,5.94457310e-10,2.118e-22,1.059e-22
10.8400,60.00000,-40.00000,0.027907,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.015984,0.015905,4.72407771e-06,6.75803749e-09,4.70077750e-06,6.73881077e-09,1.54646389e-09,5.94577418e-10,6.353e-22,3.176e-22
10.8600,60.00000,-40.00000,0.027907,19.199803,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015270,0.015223,4.50741799e-06,8.28773737e-10,4.49353139e-06,8.45650403e-10,1.54646389e-09,5.94864173e-10,4.235e-21,6.353e-22
10.8800,60.00000,-40.00000,0.027907,19.199804,0.001089,19.199824,0.0048206,0.0000088,0.0010677,0.014315,0.014301,4.21851371e-06,-6.29828381e-09,4.21426755e-06,-6.24928113e-09,1.54646389e-09,5.95376060e-10,2.541e-21,2.118e-22
10.9000,60.00000,-40.00000,0.027907,19.199807,0.001089,19.199827,0.0048206,0.0000088,0.0010677,0.013122,0.013140,3.86215833e-06,-1.03564809e-08,3.86761127e-06,-1.03031554e-08,1.54646389e-09,5.96155611e-10,1.694e-21,8.470e-22
10.9200,60.00000,-40.00000,0.027907,19.199809,0.001089,19.199829,0.0048206,0.0000088,0.0010678,0.011701,0.011751,3.44420352e-06,-8.91275037e-09,3.45924579e-06,-8.89008023e-09,1.54646389e-09,5.97230499e-10,3.388e-21,8.470e-22
10.9400,60.00000,-40.00000,0.027908,19.199812,0.001089,19.199832,0.0048206,0.0000088,0.0010678,0.010078,0.010161,2.97144757e-06,-2.79004772e-09,2.99580379e-06,-2.81933262e-09,1.54646389e-09,5.98610545e-10,1.694e-21,1.271e-21
10.9600,60.00000,-40.00000,0.027908,19.199816,0.001089,19.199836,0.0048206,0.0000088,0.0010678,0.008292,0.008405,2.45153056e-06,4.44285606e-09,2.48476517e-06,4.36665697e-09,1.54646389e-09,6.00283597e-10,3.388e-21,4.235e-22
10.9800,60.00000,-40.00000,0.027908,19.199819,0.001089,19.199839,0.0048206,0.0000088,0.0010678,0.006385,0.006526,1.89283420e-06,8.59789325e-09,1.93435910e-06,8.50318968e-09,1.54646389e-09,6.02217731e-10,3.388e-21,3.176e-22
11.0000,60.00000,-40.00000,0.027908,19.199823,0.001089,19.199843,0.0048207,0.0000088,0.0010678,0.004395,0.004561,1.30437373e-06,7.34286580e-09,1.35345821e-06,7.26471346e-09,1.54646389e-09,6.04366679e-10,5.082e-21,7.412e-22
11.0200,60.00000,-40.00000,0.027908,19.199827,0.001089,19.199847,0.0048207,0.0000088,0.0010679,0.002352,0.002541,6.95667264e-07,1.56152134e-09,7.51450173e-07,1.52116523e-09,1.54646389e-09,6.06671210e-10,8.470e-22,8.470e-22
11.0400,60.00000,-40.00000,0.027909,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000277,0.000485,7.65757191e-08,-5.19491732e-09,1.38080220e-07,-5.20208665e-09,1.54646389e-09,6.09059540e-10,1.355e-20,8.470e-22
11.0600,60.00000,-40.00000,0.027909,19.199835,0.001089,19.199855,0.0048207,0.0000088,0.0010679,-0.001810,-0.001585,-5.42880105e-07,-8.82636682e-09,-4.76729322e-07,-8.82737996e-09,1.54646389e-09,6.11453633e-10,1.694e-21,6.353e-22
11.0800,60.00000,-40.00000,0.027909,19.199839,0.001089,19.199859,0.0048207,0.0000088,0.0010679,-0.003882,-0.003646,-1.15270822e-06,-7.10971102e-09,-1.08306561e-06,-7.13727683e-09,1.54646389e-09,6.13777736e-10,4.963e-24,8.470e-22
11.1000,60.00000,-40.00000,0.027909,19.199843,0.001089,19.199862,0.0048207,0.0000088,0.0010679,-0.005903,-0.005659,-1.74312069e-06,-9.97516675e-10,-1.67119909e-06,-1.07001098e-09,1.54646389e-09,6.15961761e-10,4.235e-21,0.000e+00
11.1200,60.00000,-40.00000,0.027909,19.199846,0.001089,19.199866,0.0048207,0.0000088,0.0010680,-0.007829,-0.007582,-2.30468424e-06,5.96743893e-09,-2.23173338e-06,5.85735794e-09,1.54646389e-09,6.17942431e-10,3.388e-21,9.529e-22
11.1400,60.00000,-40.00000,0.027909,19.199850,0.001089,19.199869,0.0048207,0.0000088,0.0010680,-0.009617,-0.009370,-2.82844780e-06,9.76192929e-09,-2.75573276e-06,9.64338858e-09,1.54646389e-09,6.19668755e-10,1.694e-21,1.271e-21
11.1600,60.00000,-40.00000,0.027909,19.199853,0.001089,19.199872,0.0048207,0.0000088,0.0010680,-0.011230,-0.010989,-3.30605923e-06,8.25892520e-09,-3.23483897e-06,8.16603081e-09,1.54646389e-09,6.21108281e-10,3.388e-21,1.059e-22
11.1800,60.00000,-40.00000,0.027909,19.199855,0.001089,19.199875,0.0048207,0.0000088,0.0010680,-0.012647,-0.012414,-3.72988497e-06,2.46653085e-09,-3.66139123e-06,2.41874099e-09,1.54646389e-09,6.22247458e-10,3.388e-21,4.235e-22
11.2000,60.00000,-40.00000,0.027909,19.199858,0.001089,19.199878,0.0048207,0.0000088,0.0010680,-0.013855,-0.013636,-4.09313902e-06,-4.09296334e-09,-4.02855527e-06,-4.10164106e-09,1.54646389e-09,6.23089466e-10,8.470e-22,4.235e-22
11.2200,60.00000,-40.00000,0.027909,19.199860,0.001089,19.199880,0.0048207,0.0000088,0.0010680,-0.014850,-0.014648,-4.39001446e-06,-7.48283430e-09,-4.33045535e-06,-7.47950037e-09,1.54646389e-09,6.23655776e-10,4.235e-21,4.765e-22
11.2400,60.00000,-40.00000,0.027908,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015621,-0.015440,-4.61580178e-06,-5.67949646e-09,-4.56229338e-06,-5.69557653e-09,1.54646389e-09,6.23987834e-10,4.235e-21,2.118e-22
11.2600,60.00000,-40.00000,0.027908,19.199862,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016153,-0.015995,-4.76697629e-06,2.47701545e-10,-4.72043780e-06,1.95622209e-10,1.54646389e-09,6.24142621e-10,4.235e-22,1.059e-22
11.2800,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016427,-0.016295,-4.84124586e-06,6.79133851e-09,-4.80247351e-06,6.71167746e-09,1.54646389e-09,6.24185916e-10,4.235e-22,3.309e-23
11.3000,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016426,-0.016323,-4.83756261e-06,1.00948342e-08,-4.80721621e-06,1.00162114e-08,1.54646389e-09,6.24189701e-10,4.235e-22,5.294e-23
11.3200,60.00000,-40.00000,0.027908,19.199862,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016144,-0.016071,-4.75611257e-06,8.23113293e-09,-4.73470480e-06,8.18556614e-09,1.54646389e-09,6.24230401e-10,2.965e-21,3.176e-22
11.3400,60.00000,-40.00000,0.027907,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015589,-0.015548,-4.59829839e-06,2.32471988e-09,-4.58618675e-06,2.32886761e-09,1.54646389e-09,6.24382312e-10,1.694e-21,4.235e-22
11.3600,60.00000,-40.00000,0.027907,19.199860,0.001089,19.199880,0.0048207,0.0000088,0.0010680,-0.014782,-0.014773,-4.36672297e-06,-4.13574875e-09,-4.36410409e-06,-4.09016911e-09,1.54646389e-09,6.24710156e-10,4.235e-22,2.118e-22
11.3800,60.00000,-40.00000,0.027907,19.199858,0.001089,19.199878,0.0048207,0.0000088,0.0010680,-0.013749,-0.013773,-4.06516924e-06,-7.37455794e-09,-4.07207555e-06,-7.31557323e-09,1.54646389e-09,6.25266752e-10,1.694e-21,1.588e-22
11.4000,60.00000,-40.00000,0.027907,19.199855,0.001088,19.199875,0.0048207,0.0000088,0.0010680,-0.012513,-0.012569,-3.69856281e-06,-5.55885891e-09,-3.71486166e-06,-5.51746491e-09,1.54646389e-09,6.26092270e-10,2.118e-21,4.235e-22
11.4200,60.00000,-40.00000,0.027907,19.199853,0.001088,19.199873,0.0048207,0.0000088,0.0010680,-0.011090,-0.011176,-3.27290297e-06,1.35941841e-10,-3.29829859e-06,1.44097812e-10,1.54646389e-09,6.27209783e-10,1.694e-21,1.271e-21
11.4400,60.00000,-40.00000,0.027906,19.199850,0.001088,19.199869,0.0048207,0.0000088,0.0010680,-0.009492,-0.009608,-2.79515667e-06,6.24460834e-09,-2.82919524e-06,6.22822047e-09,1.54646389e-09,6.28621154e-10,6.776e-21,6.353e-22
11.4600,60.00000,-40.00000,0.027906,19.199846,0.001088,19.199866,0.0048207,0.0000088,0.0010680,-0.007733,-0.007876,-2.27312191e-06,9.07645492e-09,-2.31519986e-06,9.06297403e-09,1.54646389e-09,6.30308874e-10,1.186e-20,8.470e-22
11.4800,60.00000,-40.00000,0.027906,19.199843,0.001088,19.199863,0.0048207,0.0000088,0.0010679,-0.005835,-0.006003,-1.71527663e-06,6.89661807e-09,-1.76465185e-06,6.91552081e-09,1.54646389e-09,6.32239924e-10,5.082e-21,8.470e-22
11.5000,60.00000,-40.00000,0.027906,19.199839,0.001088,19.199859,0.0048207,0.0000088,0.0010679,-0.003834,-0.004024,-1.13063014e-06,9.35871407e-10,-1.18643563e-06,1.00079486e-09,1.54646389e-09,6.34366206e-10,1.694e-21,4.235e-22
11.5200,60.00000,-40.00000,0.027906,19.199835,0.001088,19.199855,0.0048207,0.0000088,0.0010679,-0.001773,-0.001981,-5.28585905e-07,-5.35760625e-09,-5.89845231e-07,-5.25726035e-09,1.54646389e-09,6.36625167e-10,1.694e-21,8.470e-22
11.5400,60.00000,-40.00000,0.027906,19.199831,0.001088,19.199851,0.0048207,0.0000088,0.0010679,0.000303,0.000081,8.11872409e-08,-8.36910661e-09,1.55430302e-08,-8.26218999e-09,1.54646389e-09,6.38945567e-10,2.541e-21,8.470e-22
11.5600,60.00000,-40.00000,0.027906,19.199827,0.001088,19.199847,0.0048207,0.0000088,0.0010679,0.002356,0.002122,6.88887066e-07,-6.45041692e-09,6.20001336e-07,-6.36732722e-09,1.54646389e-09,6.41254310e-10,3.388e-21,4.235e-22
11.5800,60.00000,-40.00000,0.027905,19.199824,0.001088,19.199843,0.0048207,0.0000088,0.0010678,0.004356,0.004116,1.28472516e-06,-8.75266967e-10,1.21379631e-06,-8.30494517e-10,1.54646389e-09,6.43479171e-10,1.694e-21,8.470e-22
11.6000,60.00000,-40.00000,0.027905,19.199820,0.001088,19.199840,0.0048206,0.0000088,0.0010678,0.006283,0.006039,1.85909316e-06,4.93707586e-09,1.78735404e-06,4.95280725e-09,1.54646389e-09,6.45551162e-10,8.470e-21,8.470e-22
11.6200,60.00000,-40.00000,0.027905,19.199816,0.001088,19.199836,0.0048206,0.0000088,0.0010678,0.008116,0.007875,2.40273999e-06,7.45829877e-09,2.33143624e-06,7.47172605e-09,1.54646389e-09,6.47410981e-10,1.694e-21,1.271e-21
11.6400,60.00000,-40.00000,0.027905,19.199813,0.001088,19.199833,0.0048206,0.0000088,0.0010678,0.009832,0.009596,2.90694360e-06,5.13571284e-09,2.83731151e-06,5.17442503e-09,1.54646389e-09,6.49015182e-10,3.388e-21,4.235e-22
11.6600,60.00000,-40.00000,0.027906,19.199810,0.001088,19.199830,0.0048206,0.0000088,0.0010678,0.011400,0.011173,3.36366064e-06,-7.05437118e-10,3.29690518e-06,-6.29973752e-10,1.54646389e-09,6.50337039e-10,5.082e-21,0.000e+00
11.6800,60.00000,-40.00000,0.027906,19.199808,0.001088,19.199827,0.0048206,0.0000088,0.0010677,0.012782,0.012569,3.76564585e-06,-6.66562669e-09,3.70291963e-06,-6.56533371e-09,1.54646389e-09,6.51365927e-10,3.388e-21,5.294e-23
11.7000,60.00000,-40.00000,0.027906,19.199805,0.001088,19.199825,0.0048206,0.0000088,0.0010677,0.013946,0.013751,4.10654487e-06,-9.29244359e-09,4.04892842e-06,-9.19594847e-09,1.54646389e-09,6.52109736e-10,1.694e-21,2.118e-22
11.7200,60.00000,-40.00000,0.027906,19.199804,0.001088,19.199823,0.0048206,0.0000088,0.0010677,0.014869,0.014694,4.38097236e-06,-7.11749157e-09,4.32945605e-06,-7.05356086e-09,1.54646389e-09,6.52596361e-10,1.694e-21,4.235e-22
11.7400,60.00000,-40.00000,0.027906,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015540,0.015389,4.58458784e-06,-1.50638756e-09,4.54005539e-06,-1.48736469e-09,1.54646389e-09,6.52869975e-10,2.541e-21,2.118e-22
11.7600,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.015959,0.015835,4.71417349e-06,4.17017828e-09,4.67738701e-06,4.15512301e-09,1.54646389e-09,6.52986216e-10,3.176e-22,1.059e-22
11.7800,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016133,0.016037,4.76770696e-06,6.54216668e-09,4.73929366e-06,6.52005877e-09,1.54646389e-09,6.53010607e-10,1.059e-22,5.294e-23
11.8000,60.00000,-40.00000,0.027907,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016062,0.015995,4.74441447e-06,4.22918056e-09,4.72485549e-06,4.22679014e-09,1.54646389e-09,6.53016315e-10,8.470e-22,5.294e-23
11.8200,60.00000,-40.00000,0.027907,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015743,0.015708,4.64479064e-06,-1.36025021e-09,4.63441239e-06,-1.33250366e-09,1.54646389e-09,6.53077430e-10,2.118e-22,2.912e-22
11.8400,60.00000,-40.00000,0.027907,19.199803,0.001089,19.199823,0.0048206,0.0000088,0.0010677,0.015171,0.015168,4.47057906e-06,-6.88231202e-09,4.46954758e-06,-6.83655615e-09,1.54646389e-09,6.53262225e-10,1.694e-21,2.118e-22
11.8600,60.00000,-40.00000,0.027907,19.199804,0.001089,19.199824,0.0048206,0.0000088,0.0010677,0.014346,0.014374,4.22472023e-06,-9.04679305e-09,4.23303881e-06,-9.01040617e-09,1.54646389e-09,6.53630735e-10,3.388e-21,3.176e-22
11.8800,60.00000,-40.00000,0.027908,19.199806,0.001089,19.199826,0.0048206,0.0000088,0.0010677,0.013275,0.013335,3.91128087e-06,-6.55914224e-09,3.92879075e-06,-6.55839455e-09,1.54646389e-09,6.54232847e-10,1.271e-21,2.118e-22
11.9000,60.00000,-40.00000,0.027908,19.199809,0.001089,19.199829,0.0048206,0.0000088,0.0010678,0.011982,0.012072,3.53537853e-06,-8.69123384e-10,3.56176238e-06,-9.13527180e-10,1.54646389e-09,6.55103289e-10,5.082e-21,4.235e-22
11.9200,60.00000,-40.00000,0.027908,19.199811,0.001089,19.199831,0.0048206,0.0000088,0.0010678,0.010499,0.010617,3.10310781e-06,4.70524499e-09,3.13789567e-06,4.62860782e-09,1.54646389e-09,6.56257701e-10,6.776e-21,4.235e-22
11.9400,60.00000,-40.00000,0.027908,19.199815,0.001089,19.199834,0.0048206,0.0000088,0.0010678,0.008859,0.009004,2.62146313e-06,6.94974502e-09,2.66404048e-06,6.86863078e-09,1.54646389e-09,6.57693563e-10,1.694e-21,4.235e-22
11.9600,60.00000,-40.00000,0.027908,19.199818,0.001089,19.199838,0.0048206,0.0000088,0.0010678,0.007094,0.007262,2.09824618e-06,4.64882113e-09,2.14786434e-06,4.58957045e-09,1.54646389e-09,6.59391995e-10,3.388e-21,5.294e-22
11.9800,60.00000,-40.00000,0.027908,19.199821,0.001089,19.199841,0.0048207,0.0000088,0.0010678,0.005227,0.005416,1.54194718e-06,-7.14203921e-10,1.59773594e-06,-7.41883780e-10,1.54646389e-09,6.61316966e-10,4.235e-21,5.294e-22
12.0000,60.00000,-40.00000,0.027909,19.199825,0.001089,19.199845,0.0048207,0.0000088,0.0010678,0.003278,0.003485,9.61597175e-07,-5.85527439e-09,1.02257993e-06,-5.86348685e-09,1.54646389e-09,6.63416013e-10,4.235e-21,1.271e-21
