t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,W_joint_J,E_damp_J,abs_dP,abs_dL
10.6400,60.00000,-40.00000,0.027905,19.199814,0.001088,19.199834,0.0048206,0.0000088,0.0010678,0.009281,0.009030,2.74315943e-06,3.99317588e-09,-1.32109940e-10,2.66901020e-06,4.01216311e-09,-1.27550362e-10,1.54644901e-09,5.89342529e-10,2.541e-21,8.470e-22
10.6600,60.00000,-40.00000,0.027905,19.199811,0.001088,19.199831,0.0048206,0.0000088,0.0010678,0.010955,0.010704,3.24168275e-06,8.56717979e-09,2.34095104e-11,3.16756218e-06,8.56905613e-09,2.70960288e-11,1.54644901e-09,5.90906596e-10,3.388e-21,4.235e-22
10.6800,60.00000,-40.00000,0.027905,19.199808,0.001088,19.199828,0.0048206,0.0000088,0.0010677,0.012468,0.012222,3.68731348e-06,7.48504942e-09,-1.35672372e-10,3.61450741e-06,7.50575564e-09,-1.31204364e-10,1.54644901e-09,5.92160103e-10,3.388e-21,4.235e-22
10.7000,60.00000,-40.00000,0.027905,19.199806,0.001088,19.199825,0.0048206,0.0000088,0.0010677,0.013796,0.013558,4.07296255e-06,1.35794314e-09,-1.28678913e-10,4.00273174e-06,1.42122219e-09,-1.24584382e-10,1.54644901e-09,5.93104590e-10,8.470e-22,2.118e-22
10.7200,60.00000,-40.00000,0.027906,19.199804,0.001088,19.199823,0.0048206,0.0000088,0.0010677,0.014905,0.014679,4.39254556e-06,-6.22189526e-09,1.67015216e-12,4.32610344e-06,-6.11908072e-09,4.85867524e-12,1.54644901e-09,5.93758790e-10,8.470e-22,2.118e-22
10.7400,60.00000,-40.00000,0.027906,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015762,0.015553,4.64105617e-06,-1.08231636e-08,-1.69090120e-10,4.57954795e-06,-1.07092107e-08,-1.65258932e-10,1.54644901e-09,5.94158362e-10,1.694e-21,3.706e-22
10.7600,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016347,0.016158,4.81462461e-06,-9.79195634e-09,-1.05517645e-10,4.75910800e-06,-9.70418114e-09,-1.02489170e-10,1.54644901e-09,5.94357520e-10,1.271e-21,2.118e-22
10.7800,60.00000,-40.00000,0.027906,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016652,0.016487,4.91054975e-06,-3.80920012e-09,-2.57857833e-11,4.86197752e-06,-3.77214741e-09,-2.34800172e-11,1.54644901e-09,5.94424327e-10,2.118e-22,1.588e-22
10.8000,60.00000,-40.00000,0.027906,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016683,0.016545,4.92735051e-06,3.54038735e-09,-1.95740803e-10,4.88655455e-06,3.52891855e-09,-1.92955433e-10,1.54644901e-09,5.94432508e-10,2.647e-23,2.316e-23
10.8200,60.00000,-40.00000,0.027906,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016457,0.016347,4.86481765e-06,7.90989430e-09,-8.41135453e-11,4.83249461e-06,7.87690431e-09,-8.24958341e-11,1.54644901e-09,5.94458049e-10,4.235e-22,1.059e-22
10.8400,60.00000,-40.00000,0.027907,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.015984,0.015905,4.72403316e-06,6.75585388e-09,-5.00004287e-11,4.70073210e-06,6.73662910e-09,-4.89663887e-11,1.54644901e-09,5.94578155e-10,4.235e-22,1.059e-22
10.8600,60.00000,-40.00000,0.027907,19.199803,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015269,0.015222,4.50737541e-06,8.28839220e-10,-1.87184930e-10,4.49348780e-06,8.45696582e-10,-1.85981630e-10,1.54644901e-09,5.94864905e-10,3.388e-21,4.235e-22
10.8800,60.00000,-40.00000,0.027907,19.199804,0.001089,19.199824,0.0048206,0.0000088,0.0010677,0.014315,0.014301,4.21847568e-06,-6.29503307e-09,-3.53495374e-11,4.21422836e-06,-6.24606705e-09,-3.55481600e-11,1.54644901e-09,5.95376777e-10,5.082e-21,3.176e-22
10.9000,60.00000,-40.00000,0.027907,19.199807,0.001089,19.199827,0.0048206,0.0000088,0.0010677,0.013121,0.013140,3.86212435e-06,-1.03525502e-08,-4.96054737e-11,3.86757601e-06,-1.02992505e-08,-5.01184297e-11,1.54644901e-09,5.96156312e-10,3.388e-21,2.118e-22
10.9200,60.00000,-40.00000,0.027907,19.199809,0.001089,19.199829,0.0048206,0.0000088,0.0010678,0.011700,0.011751,3.44417351e-06,-8.91075196e-09,-1.50909820e-10,3.45921442e-06,-8.88807935e-09,-1.51427887e-10,1.54644901e-09,5.97231182e-10,1.694e-21,4.235e-22
10.9400,60.00000,-40.00000,0.027908,19.199812,0.001089,19.199832,0.0048206,0.0000088,0.0010678,0.010078,0.010160,2.97142373e-06,-2.79025154e-09,9.18763476e-12,2.99577851e-06,-2.81951360e-09,7.33448647e-12,1.54644901e-09,5.98611193e-10,8.470e-22,8.470e-22
10.9600,60.00000,-40.00000,0.027908,19.199816,0.001089,19.199836,0.0048206,0.0000088,0.0010678,0.008291,0.008404,2.45151178e-06,4.43981215e-09,-5.58863984e-11,2.48474490e-06,4.36365050e-09,-5.77129998e-11,1.54644901e-09,6.00284213e-10,8.470e-22,2.118e-22
10.9800,60.00000,-40.00000,0.027908,19.199819,0.001089,19.199839,0.0048206,0.0000088,0.0010678,0.006384,0.006525,1.89282087e-06,8.59388482e-09,-1.10027822e-10,1.93434427e-06,8.49921037e-09,-1.12061708e-10,1.54644901e-09,6.02218310e-10,1.694e-21,1.694e-21
11.0000,60.00000,-40.00000,0.027908,19.199823,0.001089,19.199843,0.0048207,0.0000088,0.0010678,0.004395,0.004562,1.30436750e-06,7.34097683e-09,5.00570540e-11,1.35345046e-06,7.26282375e-09,4.68068215e-11,1.54644901e-09,6.04367208e-10,2.541e-21,8.470e-22
11.0200,60.00000,-40.00000,0.027908,19.199827,0.001089,19.199847,0.0048207,0.0000088,0.0010679,0.002352,0.002541,6.95666550e-07,1.56200337e-09,-4.32353061e-11,7.51447988e-07,1.52162577e-09,-4.62249235e-11,1.54644901e-09,6.06671697e-10,1.694e-21,8.470e-22
11.0400,60.00000,-40.00000,0.027909,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000277,0.000485,7.65811625e-08,-5.19205027e-09,-4.04974680e-11,1.38084250e-07,-5.19925152e-09,-4.38661968e-11,1.54644901e-09,6.09059979e-10,1.694e-21,6.353e-22
11.0600,60.00000,-40.00000,0.027909,19.199835,0.001089,19.199855,0.0048207,0.0000088,0.0010679,-0.001809,-0.001585,-5.42867718e-07,-8.82237513e-09,9.89299117e-11,-4.76718274e-07,-8.82341340e-09,9.46802389e-11,1.54644901e-09,6.11454020e-10,1.186e-20,2.118e-22
11.0800,60.00000,-40.00000,0.027909,19.199839,0.001089,19.199859,0.0048207,0.0000088,0.0010679,-0.003882,-0.003646,-1.15269084e-06,-7.10782858e-09,-2.08665282e-11,-1.08304944e-06,-7.13538960e-09,-2.45266286e-11,1.54644901e-09,6.13778086e-10,2.541e-21,4.235e-22
11.1000,60.00000,-40.00000,0.027909,19.199843,0.001089,19.199862,0.0048207,0.0000088,0.0010679,-0.005903,-0.005659,-1.74309753e-06,-9.98292654e-10,2.25018529e-11,-1.67117702e-06,-1.07075970e-09,1.84682358e-11,1.54644901e-09,6.15962067e-10,5.082e-21,8.470e-22
11.1200,60.00000,-40.00000,0.027909,19.199846,0.001089,19.199866,0.0048207,0.0000088,0.0010680,-0.007829,-0.007581,-2.30465532e-06,5.96465665e-09,1.20009965e-10,-2.23170541e-06,5.85460941e-09,1.15555824e-10,1.54644901e-09,6.17942697e-10,5.082e-21,7.412e-22
11.1400,60.00000,-40.00000,0.027909,19.199850,0.001089,19.199869,0.0048207,0.0000088,0.0010680,-0.009617,-0.009370,-2.82841508e-06,9.75802427e-09,-8.94086934e-12,-2.75570080e-06,9.63951052e-09,-1.26104801e-11,1.54644901e-09,6.19668997e-10,4.235e-22,8.470e-22
11.1600,60.00000,-40.00000,0.027909,19.199853,0.001089,19.199872,0.0048207,0.0000088,0.0010680,-0.011230,-0.010988,-3.30602178e-06,8.25692882e-09,7.73762835e-11,-3.23480212e-06,8.16403275e-09,7.32816407e-11,1.54644901e-09,6.21108495e-10,5.082e-21,4.235e-22
11.1800,60.00000,-40.00000,0.027909,19.199855,0.001089,19.199875,0.0048207,0.0000088,0.0010680,-0.012646,-0.012414,-3.72984359e-06,2.46751952e-09,1.35988424e-10,-3.66135025e-06,2.41970297e-09,1.31867993e-10,1.54644901e-09,6.22247651e-10,1.694e-21,4.235e-22
11.2000,60.00000,-40.00000,0.027909,19.199858,0.001089,19.199878,0.0048207,0.0000088,0.0010680,-0.013855,-0.013636,-4.09309554e-06,-4.09021124e-09,1.87552843e-11,-4.02851197e-06,-4.09891979e-09,1.55017028e-11,1.54644901e-09,6.23089649e-10,1.271e-21,4.235e-22
11.2200,60.00000,-40.00000,0.027909,19.199860,0.001089,19.199880,0.0048207,0.0000088,0.0010680,-0.014849,-0.014647,-4.38996807e-06,-7.47918469e-09,1.32301764e-10,-4.33040896e-06,-7.47587361e-09,1.28698426e-10,1.54644901e-09,6.23655949e-10,8.470e-22,4.235e-22
11.2400,60.00000,-40.00000,0.027908,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015620,-0.015439,-4.61575398e-06,-5.67747651e-09,1.37306428e-10,-4.56224536e-06,-5.69355374e-09,1.34170438e-10,1.54644901e-09,6.23988003e-10,8.470e-22,2.118e-22
11.2600,60.00000,-40.00000,0.027908,19.199862,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016153,-0.015995,-4.76692858e-06,2.46520109e-10,3.22591515e-11,-4.72038966e-06,1.94469816e-10,3.00665954e-11,1.54644901e-09,6.24142790e-10,2.068e-25,1.323e-22
11.2800,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016426,-0.016295,-4.84119752e-06,6.78844456e-09,1.52143680e-10,-4.80242456e-06,6.70881499e-09,1.49731008e-10,1.54644901e-09,6.24186085e-10,1.059e-22,7.941e-23
11.3000,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016425,-0.016322,-4.83751548e-06,1.00913896e-08,1.09004390e-10,-4.80716827e-06,1.00127871e-08,1.07397092e-10,1.54644901e-09,6.24189871e-10,1.059e-22,5.294e-23
11.3200,60.00000,-40.00000,0.027908,19.199862,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016143,-0.016071,-4.75606757e-06,8.22906513e-09,3.68943030e-11,-4.73465882e-06,8.18349501e-09,3.60755984e-11,1.54644901e-09,6.24230570e-10,4.235e-22,2.118e-22
11.3400,60.00000,-40.00000,0.027907,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015588,-0.015547,-4.59825494e-06,2.32589780e-09,1.60178069e-10,-4.58614217e-06,2.33001518e-09,1.59185220e-10,1.54644901e-09,6.24382478e-10,2.541e-21,4.235e-22
11.3600,60.00000,-40.00000,0.027907,19.199860,0.001089,19.199880,0.0048207,0.0000088,0.0010680,-0.014782,-0.014773,-4.36668310e-06,-4.13273960e-09,8.22478641e-11,-4.36406295e-06,-4.08719347e-09,8.22576142e-11,1.54644901e-09,6.24710313e-10,1.694e-21,4.235e-22
11.3800,60.00000,-40.00000,0.027907,19.199858,0.001089,19.199878,0.0048207,0.0000088,0.0010680,-0.013749,-0.013773,-4.06513334e-06,-7.37137653e-09,4.56620092e-11,-4.07203827e-06,-7.31241135e-09,4.62804488e-11,1.54644901e-09,6.25266894e-10,8.470e-22,4.235e-22
11.4000,60.00000,-40.00000,0.027907,19.199855,0.001088,19.199875,0.0048207,0.0000088,0.0010680,-0.012513,-0.012568,-3.69853054e-06,-5.55690825e-09,1.48040959e-10,-3.71482792e-06,-5.51551231e-09,1.48643836e-10,1.54644901e-09,6.26092398e-10,5.082e-21,4.235e-22
11.4200,60.00000,-40.00000,0.027907,19.199853,0.001088,19.199873,0.0048207,0.0000088,0.0010680,-0.011090,-0.011176,-3.27287628e-06,1.34771927e-10,3.51544796e-11,-3.29827037e-06,1.42955370e-10,3.69006337e-11,1.54644901e-09,6.27209881e-10,5.082e-21,7.412e-22
11.4400,60.00000,-40.00000,0.027906,19.199850,0.001088,19.199869,0.0048207,0.0000088,0.0010680,-0.009492,-0.009607,-2.79513527e-06,6.24140519e-09,3.04110078e-11,-2.82917227e-06,6.22504887e-09,3.25211301e-11,1.54644901e-09,6.28621221e-10,3.388e-21,8.470e-22
11.4600,60.00000,-40.00000,0.027906,19.199846,0.001088,19.199866,0.0048207,0.0000088,0.0010680,-0.007733,-0.007875,-2.27310559e-06,9.07339203e-09,1.05047117e-10,-2.31518196e-06,9.05992562e-09,1.07200696e-10,1.54644901e-09,6.30308908e-10,5.082e-21,8.470e-22
11.4800,60.00000,-40.00000,0.027906,19.199843,0.001088,19.199863,0.0048207,0.0000088,0.0010679,-0.005835,-0.006003,-1.71526692e-06,6.89482885e-09,-1.78281721e-11,-1.76464058e-06,6.91372479e-09,-1.46624960e-11,1.54644901e-09,6.32239913e-10,6.776e-21,5.294e-22
11.5000,60.00000,-40.00000,0.027906,19.199839,0.001088,19.199859,0.0048207,0.0000088,0.0010679,-0.003834,-0.004023,-1.13062613e-06,9.36940445e-10,1.86252250e-11,-1.18643011e-06,1.00183385e-09,2.17765310e-11,1.54644901e-09,6.34366153e-10,1.694e-21,8.470e-22
11.5200,60.00000,-40.00000,0.027906,19.199835,0.001088,19.199855,0.0048207,0.0000088,0.0010679,-0.001773,-0.001981,-5.28587591e-07,-5.35429868e-09,6.42431456e-11,-5.89845489e-07,-5.25398842e-09,6.74556310e-11,1.54644901e-09,6.36625070e-10,1.694e-21,4.235e-22
11.5400,60.00000,-40.00000,0.027906,19.199831,0.001088,19.199851,0.0048207,0.0000088,0.0010679,0.000303,0.000080,8.11787632e-08,-8.36610078e-09,-5.74545102e-11,1.55358901e-08,-8.25920099e-09,-5.34195166e-11,1.54644901e-09,6.38945420e-10,1.694e-21,7.412e-22
11.5600,60.00000,-40.00000,0.027906,19.199827,0.001088,19.199847,0.0048207,0.0000088,0.0010679,0.002356,0.002122,6.88873133e-07,-6.44886382e-09,3.76259403e-12,6.19988609e-07,-6.36576876e-09,7.51778581e-12,1.54644901e-09,6.41254121e-10,3.388e-21,8.470e-22
11.5800,60.00000,-40.00000,0.027905,19.199824,0.001088,19.199843,0.0048207,0.0000088,0.0010678,0.004356,0.004116,1.28470561e-06,-8.76260965e-10,6.88094737e-12,1.21377782e-06,-8.31462761e-10,1.07678796e-11,1.54644901e-09,6.43478939e-10,5.082e-21,4.235e-22
11.6000,60.00000,-40.00000,0.027905,19.199820,0.001088,19.199840,0.0048206,0.0000088,0.0010678,0.006282,0.006039,1.85906756e-06,4.93373331e-09,-1.04607827e-10,1.78732934e-06,4.94949711e-09,-1.00182492e-10,1.54644901e-09,6.45550886e-10,6.776e-21,4.235e-22
11.6200,60.00000,-40.00000,0.027905,19.199816,0.001088,19.199836,0.0048206,0.0000088,0.0010678,0.008116,0.007874,2.40271006e-06,7.45525251e-09,-2.31007658e-11,2.33140702e-06,7.46869324e-09,-1.92617816e-11,1.54644901e-09,6.47410676e-10,6.776e-21,8.470e-22
11.6400,60.00000,-40.00000,0.027905,19.199813,0.001088,19.199833,0.0048206,0.0000088,0.0010678,0.009832,0.009596,2.90690914e-06,5.13441470e-09,-4.97949383e-11,2.83727756e-06,5.17311650e-09,-4.58966364e-11,1.54644901e-09,6.49014848e-10,5.082e-21,4.235e-22
11.6600,60.00000,-40.00000,0.027906,19.199810,0.001088,19.199830,0.0048206,0.0000088,0.0010678,0.011399,0.011173,3.36362186e-06,-7.04425503e-10,-1.28505439e-10,3.29686673e-06,-6.28989906e-10,-1.24488365e-10,1.54644901e-09,6.50336680e-10,3.388e-21,4.235e-22
11.6800,60.00000,-40.00000,0.027906,19.199808,0.001088,19.199827,0.0048206,0.0000088,0.0010677,0.012782,0.012569,3.76560455e-06,-6.66232085e-09,-3.20723431e-11,3.70287843e-06,-6.56206145e-09,-2.88766622e-11,1.54644901e-09,6.51365554e-10,3.388e-21,5.294e-22
11.7000,60.00000,-40.00000,0.027906,19.199805,0.001088,19.199825,0.0048206,0.0000088,0.0010677,0.013946,0.013750,4.10650069e-06,-9.28932342e-09,-8.69578101e-11,4.04888412e-06,-9.19284322e-09,-8.37128427e-11,1.54644901e-09,6.52109351e-10,5.929e-21,1.059e-22
11.7200,60.00000,-40.00000,0.027906,19.199804,0.001088,19.199823,0.0048206,0.0000088,0.0010677,0.014868,0.014693,4.38092603e-06,-7.11636601e-09,-1.35544262e-10,4.32940939e-06,-7.05242409e-09,-1.32486506e-10,1.54644901e-09,6.52595968e-10,2.541e-21,4.235e-22
11.7400,60.00000,-40.00000,0.027906,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015539,0.015388,4.58454102e-06,-1.50742466e-09,-4.55705406e-11,4.54000803e-06,-1.48837476e-09,-4.33876406e-11,1.54644901e-09,6.52869581e-10,2.118e-22,2.382e-22
11.7600,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.015959,0.015834,4.71412583e-06,4.16705019e-09,-1.24620922e-10,4.67733861e-06,4.15202662e-09,-1.22402516e-10,1.54644901e-09,6.52985820e-10,8.470e-22,1.323e-22
11.7800,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016132,0.016036,4.76765968e-06,6.53901923e-09,-1.35281972e-10,4.73924546e-06,6.51692644e-09,-1.33586312e-10,1.54644901e-09,6.53010211e-10,5.294e-23,2.647e-23
11.8000,60.00000,-40.00000,0.027907,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016061,0.015995,4.74436899e-06,4.22824072e-09,-5.13108862e-11,4.72480891e-06,4.22583820e-09,-5.05384065e-11,1.54644901e-09,6.53015919e-10,1.059e-21,9.264e-23
11.8200,60.00000,-40.00000,0.027907,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015742,0.015707,4.64474659e-06,-1.35902753e-09,-1.33915226e-10,4.63436710e-06,-1.33130768e-09,-1.33187759e-10,1.54644901e-09,6.53077033e-10,2.118e-22,1.059e-22
11.8400,60.00000,-40.00000,0.027907,19.199803,0.001089,19.199823,0.0048206,0.0000088,0.0010677,0.015171,0.015167,4.47053789e-06,-6.87927161e-09,-1.03469663e-10,4.46950504e-06,-6.83354422e-09,-1.03505852e-10,1.54644901e-09,6.53261822e-10,8.470e-22,6.353e-22
11.8600,60.00000,-40.00000,0.027907,19.199804,0.001089,19.199824,0.0048206,0.0000088,0.0010677,0.014345,0.014373,4.22468281e-06,-9.04364842e-09,-3.82530993e-11,4.23299991e-06,-9.00727407e-09,-3.90639972e-11,1.54644901e-09,6.53630321e-10,5.082e-21,5.294e-23
11.8800,60.00000,-40.00000,0.027908,19.199806,0.001089,19.199826,0.0048206,0.0000088,0.0010677,0.013275,0.013334,3.91124676e-06,-6.55820847e-09,-1.24377175e-10,3.92875508e-06,-6.55744550e-09,-1.25184604e-10,1.54644901e-09,6.54232420e-10,5.082e-21,2.118e-22
11.9000,60.00000,-40.00000,0.027908,19.199809,0.001089,19.199829,0.0048206,0.0000088,0.0010678,0.011982,0.012071,3.53534921e-06,-8.70487130e-10,-6.83212376e-11,3.56173145e-06,-9.14860421e-10,-6.99431636e-11,1.54644901e-09,6.55102840e-10,4.235e-22,4.765e-22
11.9200,60.00000,-40.00000,0.027908,19.199811,0.001089,19.199831,0.0048206,0.0000088,0.0010678,0.010498,0.010617,3.10308364e-06,4.70235379e-09,-3.17122394e-11,3.13786986e-06,4.62574645e-09,-3.38665181e-11,1.54644901e-09,6.56257225e-10,6.776e-21,4.235e-22
11.9400,60.00000,-40.00000,0.027908,19.199815,0.001089,19.199834,0.0048206,0.0000088,0.0010678,0.008859,0.009003,2.62144376e-06,6.94665210e-09,-1.07314621e-10,2.66401948e-06,6.86555299e-09,-1.09474555e-10,1.54644901e-09,6.57693058e-10,3.388e-21,1.271e-21
11.9600,60.00000,-40.00000,0.027908,19.199818,0.001089,19.199838,0.0048206,0.0000088,0.0010678,0.007094,0.007262,2.09823299e-06,4.64791127e-09,-2.39793977e-11,2.14784954e-06,4.58864848e-09,-2.69874527e-11,1.54644901e-09,6.59391450e-10,8.470e-21,1.271e-21
11.9800,60.00000,-40.00000,0.027908,19.199821,0.001089,19.199841,0.0048207,0.0000088,0.0010678,0.005227,0.005416,1.54193992e-06,-7.12646260e-10,-8.92788395e-12,1.59772713e-06,-7.40354243e-10,-1.22248558e-11,1.54644901e-09,6.61316379e-10,1.016e-20,8.470e-22
12.0000,60.00000,-40.00000,0.027909,19.199825,0.001089,19.199845,0.0048207,0.0000088,0.0010678,0.003278,0.003485,9.61595488e-07,-5.85242446e-09,-6.27005326e-11,1.02257680e-06,-5.86066191e-09,-6.59814575e-11,1.54644901e-09,6.63415385e-10,8.470e-21,6.353e-22
