sample_index,t_s,base_x_m,base_y_m,base_z_m,base_q_w,base_q_x,base_q_y,base_q_z,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_attitude_deviation_deg,base_vx_m_s,base_vy_m_s,base_vz_m_s,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,momentum_residual_norm_S,authority_class,attached_target_propagated,released_for_mission_gate
879,8.790000000000001,-0.03127008026686636,-0.03703331159287116,0.00973402241375342,0.5308212521079971,0.7840362350787902,-0.0003560939217088029,0.3217387971493234,105.41389675601042,-30.32390421831522,23.269957628539192,115.8780793366075,-0.002469360486747459,0.0016540388118201769,-0.00021302247076664514,0.14174320105874413,0.09595561930392604,-0.014965927842436088,6.583384153500239e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
880,8.8,-0.03129631049390629,-0.03704713143868973,0.009735789643462743,0.5302916684163227,0.7842570046890062,0.0001843280956122452,0.32207400240878525,105.46258096688811,-30.330163433560916,23.333852658075447,115.94967239002403,-0.0024547311154132384,0.0016405990144012332,-0.0002161649662432101,0.14081573428780642,0.0954288490759306,-0.015220186727057368,3.974750819240313e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
881,8.81,-0.031322373193229426,-0.03706085838095754,0.00973752144921209,0.5297657358943424,0.7844755955682714,0.0007228470119076437,0.3224062383427611,105.51087747064119,-30.33624966946214,23.397452788560738,116.02074417346059,-0.0024401184136310103,0.0016272232222213042,-0.000219217820528505,0.13989071737539113,0.09490087963150483,-0.015469304691529892,1.406330168659229e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
882,8.82,-0.031348268741103524,-0.03707449273823658,0.009739218299925816,0.5292434445442792,0.7846920255176655,0.0012594432846420396,0.3227355191151152,105.55878858994542,-30.34216477856578,23.460756641020456,116.09129667039622,-0.002425522727195529,0.0016139116476468242,-0.00022218208924443307,0.13896816140587986,0.09437176362824125,-0.01571329899958441,7.680437989509736e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
883,8.83,-0.03137399751652302,-0.037088034828417285,0.009740880661206016,0.5287247842710028,0.7849063122313459,0.0017940976119132906,0.3230618589848229,105.6063166360454,-30.347910616057643,23.52376286418327,116.16133186880843,-0.00241094439979168,0.0016006644909716862,-0.00022505882240673387,0.13804807724675103,0.09384155330272391,-0.015952187504102277,8.63406222717369e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
884,8.84,-0.031399559901166385,-0.03710148496872511,0.009742508995319124,0.5282097448840357,0.7851184732961832,0.002326790932811498,0.32338527230312697,105.65346390864414,-30.353489039459525,23.58647013445907,116.23085176097827,-0.0023963837729929567,0.00158748194059723,-0.00022784906435833587,0.13713047555110466,0.09331030046601364,-0.0161859886386452,6.091325314316692e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
885,8.85,-0.031424956279353905,-0.03711484347572702,0.009744103761183266,0.5276983160995449,0.7853285261914188,0.0028575044277445974,0.3237057735107055,105.70023269579795,-30.35890190832839,23.648877155912164,116.29985834329743,-0.0023818411862603804,0.0015743641732116206,-0.0002305538537054646,0.13621536676019072,0.0927780564993113,-0.016414721408961018,6.383805961163585e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
886,8.86,-0.03145018703800596,-0.037128110665337936,0.009745665414356376,0.5271904875423182,0.7855364882883473,0.0033862195187307274,0.32402337713485263,105.74662527381689,-30.364151083956934,23.710982660229263,116.36835361607712,-0.0023673169769418737,0.0015613113539686696,-0.00023317422325621294,0.13530276110595083,0.09224487234979478,-0.016638405384458498,1.0926004022360031e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
887,8.870000000000001,-0.03147525256660175,-0.03714128685282725,0.009747194407025064,0.5266862487477256,0.7857423768500196,0.003912917869657761,0.32433809778667094,105.79264390717043,-30.369238429076187,23.772785406682654,116.43633958335923,-0.0023528114802723356,0.0015483236366661528,-0.00023571119996176483,0.13439266861357949,0.09171079852664399,-0.016857060689663625,8.073921892067124e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
888,8.88,-0.03150015325713799,-0.03715437235282631,0.009748691187992138,0.5261855891636927,0.7859462090309511,0.0044375813865391,0.32464995015827747,105.8382908483939,-30.37416580755698,23.83428418209222,116.5038182527257,-0.0023383250293743233,0.001535401163923628,-0.00023816580486004773,0.13348509910410353,0.09117588509724324,-0.01707070799565171,6.836769483507308e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
889,8.89,-0.031524889504088126,-0.037167367479335536,0.00975015620266571,0.5256884981526605,0.7861480018768583,0.004960192217737367,0.32495894902000566,105.88356833800115,-30.378935084111898,23.89547780078119,116.57079163510947,-0.0023238579552591287,0.0015225440673594351,-0.00024053905302201796,0.13258006219696242,0.0906401816835574,-0.01727936851146808,8.668411647267523e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
890,8.9,-0.03154946170436346,-0.03718027254572879,0.009751589893054514,0.5251949649934394,0.7863477723244681,0.005480732754070708,0.3252651092176426,105.92847860441547,-30.383548124009614,23.95636510451736,116.63726174461986,-0.0023094105868285233,0.0015097524677671638,-0.00024283195350025252,0.13167756731261004,0.0901037374586871,-0.01748306397553115,4.1270380354044006e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
891,8.91,-0.03157387025727326,-0.037193087864761006,0.009752992697757272,0.5247049788831363,0.7865455372012884,0.005999185628977325,0.32556844566968296,105.97302386389065,-30.388006792782537,24.016944962462063,116.70323059835795,-0.0022949832508771,0.0014970264752914757,-0.0002450455092800083,0.1307776236751292,0.08956660114360238,-0.017681816647023632,7.120823289274225e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
892,8.92,-0.03159811556448577,-0.03720581374857479,0.009754365051954884,0.5242185289390427,0.7867413132254193,0.006515533718625054,0.32586897336458764,106.01720632044172,-30.392312955938138,24.07721627111051,116.76870021623674,-0.00228057627209518,0.0014843661896031535,-0.00024718071723271387,0.12988024031485781,0.08902882100404977,-0.017875649297279174,8.309035720706419e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
893,8.93,-0.031622198029989626,-0.03721845050870696,0.009755707387403329,0.5237356042005071,0.786935117005385,0.007029760141990669,0.32616670735805775,106.06102816578066,-30.396468478672176,24.137177954227433,116.83367262080387,-0.0022661899730722092,0.0014717717000734148,-0.00024923856807174176,0.12898542607102054,0.0884904448476325,-0.018064585201160898,1.9975888804170284e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
894,8.94,-0.03164611806005591,-0.037230998456095066,0.009757020132427208,0.5232561936307905,0.787126965039987,0.007541848260909837,0.3264616627703247,106.10449157925669,-30.400475225584263,24.196828962778646,116.89814983706596,-0.00225182467430086,0.0014592430859475568,-0.0002512200463104418,0.12809318959438384,0.08795152002106567,-0.018248648128434453,6.666847230723956e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
895,8.950000000000001,-0.031669876063200535,-0.037243457901084034,0.009758303711913933,0.522780286118904,0.7873168737181767,0.00805178168009826,0.32675385478345836,106.14759872780172,-30.404335060395663,24.256168274858446,116.96213389231549,-0.0022374806941815846,0.0014467804165176582,-0.0002531261302226259,0.12720353934990916,0.0874120934076008,-0.01842786233514921,6.096880559715985e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
896,8.96,-0.0316934724501472,-0.03725582915343263,0.009759558547308563,0.5223078704814317,0.787504859318949,0.008559544247143938,0.32704329863869025,106.19035176588031,-30.408049845669236,24.31519489561275,117.02562681595946,-0.002223158349027874,0.0014343837512946556,-0.0002549577918050656,0.12631648361942624,0.08687221142462571,-0.018602252555012206,3.693168836035142e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
897,8.97,-0.03171690763379085,-0.0372681125223201,0.009760785056609258,0.5218389354643338,0.7876909380112547,0.009065120052472338,0.3273300096337565,106.23275283544412,-30.411621442531832,24.37390785715847,117.08863063935031,-0.0022088579530720027,0.0014220531401794826,-0.0002567159967423329,0.12543203050431417,0.08633192002142888,-0.018771843990771662,5.86544356927812e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
898,8.98,-0.0317401820291616,-0.03728030831635273,0.009761983654363347,0.5213734697447341,0.787875125853933,0.00956849342928313,0.3276140031202572,106.27480406589142,-30.415051710398938,24.43230621849871,117.15114739561909,-0.00219457981847136,0.0014097886236333213,-0.0002584017043737743,0.12455018792818665,0.08579126467713404,-0.01893666230561067,8.041711037700724e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
899,8.99,-0.031763296053389144,-0.03729241684357038,0.009763154751664008,0.5209114619326898,0.7880574387956641,0.010069648953460296,0.32789529450103444,106.31650757403061,-30.418342506701723,24.490389065434247,117.21317911951047,-0.002180324255315464,0.0013975902328471354,-0.00026001586766257996,0.12367096363959862,0.08525029039880484,-0.01909673361454465,2.477680709400288e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
900,9.0,-0.03178625012566769,-0.03730443841145313,0.00976429875614756,0.5204529005729432,0.7882378926749385,0.01056857144345553,0.3281738992275692,106.35786546404866,-30.42149568661659,24.54815551047128,117.2747278472202,-0.00216609157163336,0.0013854579899100939,-0.00026155943316697285,0.1227943652147475,0.0847090417197073,-0.01925208447583582,5.39579874357508e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
901,9.01,-0.031809044667221384,-0.037316373326927846,0.009765416071991315,0.5199977741466563,0.788416503220047,0.011065245960145454,0.3284498327973972,106.39887982748346,-30.42451310279704,24.60560469272544,117.33579561623458,-0.0021518820734018323,0.001373391907977288,-0.00026303334101343497,0.12192040006019722,0.08416756269774613,-0.019402741882420495,1.220177907101041e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
902,9.02,-0.03183168010127026,-0.03732822189637476,0.009766507099912038,0.5195460710731263,0.7885932860490883,0.01155965780666314,0.32872311075154365,106.43955274320088,-30.42739660510817,24.66273577782225,117.39638446517208,-0.002137696064554014,0.0013613919914363419,-0.0002644385248720209,0.12104907541560064,0.08362589691405585,-0.019548733253356338,6.390872907195924e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
903,9.03,-0.03185415685299666,-0.03733998442563411,0.009767572237164963,0.5190977797114846,0.7887682566699948,0.012051792528204342,0.3289937486719786,106.47988627737597,-30.430148040363722,24.71954795779413,117.45649643362732,-0.0021235338469886467,0.0013494582360731786,-0.00026577591193353714,0.12018039835643454,0.08308408747175743,-0.019690086425284054,4.9735462924580845e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
904,9.040000000000001,-0.031876475349512205,-0.03735166122001272,0.00976861187754338,0.5186528883623767,0.7889414304805769,0.012541635911809028,0.3292617621790917,106.51988248347821,-30.432769252065597,24.776040450973927,117.5161335620169,-0.002109395720579869,0.0013375906292367114,-0.000267046422888794,0.11931437579673876,0.0825421769948707,-0.019826829643916424,6.097497496784068e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
905,9.05,-0.031898636019825205,-0.037363252584290636,0.009769626411378761,0.5182113852696227,0.7891128227685833,0.013029173986118128,0.3295271669291877,106.55954340226113,-30.435262080146106,24.832212501885174,117.57529789142792,-0.0020952819831877834,0.0013257891500027745,-0.0002682509719096636,0.1184510144918757,0.08200020762739488,-0.019958991555543974,5.112286298559815e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
906,9.06,-0.03192063929480869,-0.03737475882272777,0.009770616225541448,0.5177732586218617,0.7892824487117803,0.01351439302110721,0.3297899786120033,106.59887106175556,-30.43762836071285,24.888063381129204,117.63399146346815,-0.0020811929306691667,0.001314053769336614,-0.00026939046663214237,0.11759032104126999,0.08145822103252726,-0.020086601198577504,7.614033135703699e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
907,9.07,-0.03194248560716888,-0.03738618023907051,0.009771581703441853,0.5173384965541751,0.7894503233780483,0.0139972795277959,0.33005021294824444,106.63786747726755,-30.439869925796256,24.943592385268964,117.69221632011897,-0.002067128856889303,0.001302384450254893,-0.00027046580814115063,0.11673230189119026,0.0809162583920593,-0.020209687995107282,6.133786953437367e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
908,9.08,-0.031964175391414155,-0.037397517136558395,0.009772523225032203,0.5169070871496922,0.7896164617254929,0.0144778202579347,0.3303078856871459,106.67653465137934,-30.44198860309996,24.998798836710016,117.7499745035901,-0.0020530900537339028,0.0012907811479862022,-0.0002714778909571893,0.11587696333750562,0.0803743604059065,-0.0203282817424995,4.710181544237921e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
909,9.09,-0.03198570908382464,-0.03740876981793075,0.009773441166808788,0.5164790184411767,0.7897808786025752,0.014956002203669187,0.3305630126040527,106.71487457395497,-30.443986215753753,25.053682083578412,117.80726805617692,-0.0020390768111219005,0.0012792438101307847,-0.00027242760302480186,0.11502431152846813,0.0798325672918026,-0.02044241260502352,5.3305712492712256e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
910,9.1,-0.032007087122422236,-0.03741993858543337,0.00977433590181472,0.5160542784125938,0.789943588748256,0.015431812597182149,0.33081560949802347,106.75288922214901,-30.445864582069618,25.1082414995958,117.86409902011981,-0.0020250894170186834,0.0012677723768191062,-0.0002733158257027347,0.1141743524674945,0.07929091878513746,-0.020552111105512288,3.467277869558438e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
911,9.11,-0.03202830994694117,-0.03743102374082518,0.009775207799643186,0.5156328550006577,0.7901046067921588,0.01590523891031407,0.33106569218945764,106.79058056041956,-30.44762551530039,25.16247648395182,117.92046943746583,-0.0020111281574498375,0.0012563667808692886,-0.0002741434337558228,0.11332709201594822,0.07874945413894191,-0.020657408117058393,1.665176416614303e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
912,9.120000000000001,-0.03204937799879913,-0.03744202558538495,0.00977605722644119,0.5152147360963603,0.7902639472547451,0.01637626885416251,0.33131327651774456,106.82795054054438,-30.449270823401413,25.2163864611738,117.97638134993285,-0.0019971933165157194,0.0012450269479436565,-0.00027491129534858735,0.11248253589594415,0.07820821212402958,-0.020758334854750152,6.794825716556446e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
913,9.13,-0.032070291721068886,-0.037452944419917984,0.009776884544913772,0.5147999095464796,0.7904216245475081,0.016844890378660382,0.33155837833893675,106.86500110164101,-30.45080230879506,25.269970880993807,118.03183679877577,-0.001983285176406162,0.0012337527967038581,-0.00027562027204041,0.11164068969313302,0.0776672310292654,-0.020854922867445846,2.9541276310451896e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
914,9.14,-0.03209105155845047,-0.03746378054476282,0.009777690114328701,0.5143883631550688,0.7905776529731796,0.017311091672134772,0.3318010135234474,106.90173417018998,-30.452221768138273,25.323229218213495,118.08683782465502,-0.001969404017416167,0.0012225442389652292,-0.0002762712187823686,0.11080155885951637,0.07712654866199567,-0.020947204029588617,7.834154111941672e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
915,9.15,-0.03211165795724386,-0.037474534259797965,0.009778474290521621,0.5139800846849243,0.7907320467259534,0.017774861160845076,0.33204119795377096,106.93815166006195,-30.453530992093057,25.376160972566232,118.14138646750776,-0.0019555501179618043,0.0012114011798496874,-0.0002768649839156775,0.10996514871624385,0.07658620234860351,-0.02103521053306881,6.335897906241975e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
916,9.16,-0.03213211136532224,-0.03748520586444866,0.00977923742590165,0.5135750618590358,0.790884819891722,0.018236187508502276,0.33227894752223014,106.97425547254753,-30.454731765099964,25.428765668577316,118.19548476642086,-0.0019417237545968562,0.0012003235179377637,-0.0002774024091715632,0.10913146445642978,0.0760462289352124,-0.021118974879123467,6.74593344912279e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
917,9.17,-0.032152412232105756,-0.03749579565769357,0.009779979869457424,0.5131732823620135,0.791035986448328,0.018695059615769116,0.33251427812874584,107.01004749639115,-30.455825865154758,25.481042855421713,118.24913475950667,-0.0019279252020300108,0.0011893111454193733,-0.00027788432967278516,0.1083005111479704,0.07550666478852654,-0.02119852987029035,4.589646910900161e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
918,9.18,-0.03217256100853587,-0.03750630393807162,0.009780701966763564,0.5127747338414966,0.7911855602658304,0.019151466619741927,0.3327472056786342,107.04552960782759,-30.456815063588017,25.53299210677995,118.30233848378104,-0.0019141547331424356,0.001178363948243372,-0.0002783115739365657,0.10747229373635797,0.07496754579679962,-0.02127390860240572,1.214616165731382e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
919,9.19,-0.032192558147050174,-0.037516731003688714,0.009781404059987578,0.5123794039095408,0.7913335551067844,0.019605397893414367,0.33297774608042857,107.08070367062183,-30.457701124848025,25.58461302069189,118.35509797504363,-0.0019004126190060768,0.001167481806266104,-0.00027868496387893133,0.1066468170475076,0.07442890737094575,-0.02134514445665043,4.157007018585401e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
920,9.200000000000001,-0.03221240410155788,-0.03752707715222457,0.00978208648789716,0.5119872801439849,0.7914799846265335,0.02005684304512377,0.3332059152437281,107.11557153611197,-30.458485806286657,25.63590521940873,118.4074152677607,-0.0018866991289023455,0.001156664593398624,-0.00027900531482060104,0.1058240857905808,0.0738907844457739,-0.0214122710916515,5.191143698042925e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
921,9.21,-0.03223209932741543,-0.037537342680940056,0.009782749585867428,0.5115983500898045,0.7916248623735131,0.020505791917989184,0.333431729077067,107.1501350432544,-30.45917085794735,25.68686834924385,118.45929239494913,-0.0018730145303413935,0.0011459121777528329,-0.0002792734354940994,0.1050041045608132,0.07335321148135608,-0.021475322435630766,4.750735894131342e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
922,9.22,-0.03225164428140225,-0.03754752788668516,0.009783393685888141,0.511212601260467,0.7917682017895652,0.020952234589337985,0.3336552034857818,107.18439601867058,-30.45975802235258,25.737502080420384,118.51073138806017,-0.0018593590890818791,0.0011352244217863636,-0.00027949012805238203,0.10418687784234493,0.0728162224645198,-0.021534332678613138,5.862236130109375e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
923,9.23,-0.03227103942169895,-0.03755763306590364,0.009784019116574281,0.5108300211392031,0.7919100162102864,0.021396161370065486,0.3338763543699541,107.21835627670316,-30.46024903430416,25.787806106914715,118.56173427687357,-0.0018457330691514285,0.001124601182446457,-0.0002796561880786318,0.10337241001106245,0.07227985091047491,-0.021589336264683092,2.997108211467112e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
924,9.24,-0.03229028520786441,-0.03756765851464096,0.009784626203173849,0.5104505971802982,0.7920503188653633,0.021837562804041463,0.3340951976223736,107.25201761946822,-30.4606456206808,25.837780146305462,118.61230308938893,-0.0018321367328672064,0.0011140423113123077,-0.00027977240459746346,0.10256070533742086,0.0717441298645456,-0.021640367884303076,5.1203736192528276e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
925,9.25,-0.032309382100813855,-0.03757760452855145,0.00978521526757702,0.510074316810361,0.7921891228789288,0.022276429667477567,0.3343117491265104,107.28538183691232,-30.46094950023886,25.88742393961679,118.66243985171961,-0.001818570340857445,0.0011035476547365426,-0.00027983956008733983,0.101751767989292,0.0712090919040429,-0.021687462466686958,5.88081492623874e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
926,9.26,-0.03232833056279741,-0.03758747140290527,0.009785786628325731,0.5097011674295701,0.792326441269933,0.02271275296827865,0.33452602475451554,107.31845070687255,-30.461162383416696,25.936737251160388,118.71214658798912,-0.001805034152083173,0.001093117053985275,-0.00027985843049424964,0.10094560203479767,0.07067476914024458,-0.02173065517223391,5.342025950521254e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
927,9.27,-0.03234713105737922,-0.03759725943259544,0.009786340600623625,0.5093311364128985,0.792462286952524,0.023146523945380235,0.3347380403652489,107.35122599513896,-30.461285972142143,25.985719868376073,118.76142532023006,-0.00179152842386059,0.0010827503453770912,-0.00027982978524653603,0.10014221144515467,0.07014119322049633,-0.02176998138501804,1.2333398987234892e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
928,9.28,-0.03236578404941717,-0.03760696891214499,0.009786877496346299,0.5089642111113186,0.7925966727364406,0.023577734068072616,0.3349478118023344,107.38370945551948,-30.461321959643136,26.03437160167136,118.81027806828531,-0.001778053411883882,0.0010724473604207237,-0.00027975438727096,0.09934160009751437,0.06960839533042888,-0.021805476705344808,2.4320953051510443e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
929,9.290000000000001,-0.03238429000504309,-0.037616600135714065,0.009787397624051916,0.5086003788529849,0.7927296113274174,0.02400637503531218,0.3351553548922439,107.41590282990754,-30.461272030261824,26.082692284260002,118.85870684971178,-0.0017646093702484112,0.0010622079259514834,-0.0002796329930098392,0.09854377177780073,0.06907640619628103,-0.021837176942363735,5.847620068684355e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
930,9.3,-0.03240264939164348,-0.03762615339710709,0.009787901288992094,0.5082396269443963,0.7928611153275987,0.024432438775019636,0.3353606854424081,107.44780784835176,-30.461137859271673,26.130681771999416,118.90671367968633,-0.00175119655147469,0.001052031864266662,-0.0002794663524393896,0.09774873018356445,0.0685452560873472,-0.021865118106748144,4.875776630551275e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
931,9.31,-0.032420862677840896,-0.03763562898978003,0.009788388793123144,0.5078819426715372,0.792991197235966,0.02485591744336702,0.33556381923935613,107.47942622912815,-30.460921112697847,26.178339943227353,118.95430057091419,-0.001737815206532501,0.0010419189932594855,-0.0002792552090890533,0.09695647892681863,0.06801497481852103,-0.02188933640343656,4.475115881861513e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
932,9.32,-0.032438930333475766,-0.03764502720684764,0.009788860435117586,0.5075273133009969,0.793119869448773,0.025276803424052148,0.33576477204688254,107.5107596788146,-30.460623447140975,26.22566669859768,119.00146953353989,-0.0017244655848655912,0.0010318691265519182,-0.00027900030006197777,0.09616702153688204,0.06748559175294885,-0.02190986822444047,4.974302552827765e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
933,9.33,-0.032456852829588795,-0.03765434834109076,0.009789316510375975,0.5071757260810693,0.7932471442599935,0.025695089327562152,0.33596355960424323,107.54180989236737,-30.460246509604023,26.27266196091538,119.04822257506025,-0.0017111479344169471,0.0010218820736263168,-0.0002787023560564489,0.09538036146322813,0.06695713580479351,-0.021926750141716037,5.514572427080173e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
934,9.34,-0.03247463063840389,-0.037663592684963706,0.009789757311039014,0.5068271682428304,0.7933730338617785,0.02611076799042606,0.3361601976243787,107.57257855319995,-30.459791937322493,26.319325674970788,119.09456170024006,-0.0016978625016543518,0.0010119576399557854,-0.00027836210138835186,0.09459650207832598,0.06642963544209377,-0.021940018900102203,3.916836972794737e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
935,9.35,-0.03249226423331168,-0.037672760530601715,0.009790183125999946,0.5064816270011944,0.7934975503449225,0.026523832474456898,0.3363547017921665,107.60306733326395,-30.459261357597757,26.36565780737345,119.1404889110299,-0.0016846095315965178,0.0010020956271333107,-0.00027798025401462427,0.09381544668048501,0.0659031186897289,-0.021949711410327633,7.545673248419187e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
936,9.36,-0.03250975408885352,-0.03768185216982833,0.009790594240917239,0.5061390895559505,0.7936207056993407,0.026934276065983673,0.336547087762701,107.63327789313172,-30.45865638763377,26.41165834638518,119.18600620648644,-0.0016713892678395922,0.0009922958329996903,-0.0002775575255576553,0.09303719849669856,0.06537761313247892,-0.02195586474208517,5.578997187560938e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
937,9.370000000000001,-0.03252710068070605,-0.03769086789416299,0.009790990938227512,0.5057995430927763,0.7937425118145555,0.02734209227507383,0.33673737115960306,107.66321188208147,-30.457978634376943,26.457327301752784,119.2311155826952,-0.0016582019525840344,0.0009825580517701697,-0.0002770946213305108,0.09226176068548039,0.06485314591817978,-0.021958516117172186,5.1291816079062214e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
938,9.38,-0.03254430448566634,-0.03769980799482857,0.00979137349715875,0.5054629747842316,0.7938629804801908,0.027747274834746084,0.3369255675733566,107.69287093818377,-30.457229694359295,26.502664704540354,119.27581903269541,-0.001645047826662142,0.0009728820741599708,-0.00027659224036325007,0.09148913633971424,0.06432974376097876,-0.021957702902705486,4.03789262408567e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
939,9.39,-0.0325613659816375,-0.03770867276275902,0.009791742193743763,0.5051293717907306,0.7939821233864777,0.028149817700175113,0.3371116925596751,107.72225668839026,-30.45641115354482,26.54767060696128,119.32011854640753,-0.0016319271295656352,0.0009632676875084158,-0.0002760510754298706,0.09071932848948099,0.06380743294467094,-0.021953462604399922,7.019202235484103e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
940,9.4,-0.03257828564761494,-0.03771746248860703,0.009792097300833883,0.5047987212614928,0.7940999521247671,0.028549715047887163,0.33729576163789626,107.75137074862386,-30.455524587179145,26.592345082209977,119.3640161105629,-0.0016188400994741731,0.0009537146759021301,-0.000275471813076272,0.08995234010491482,0.06328623932614308,-0.02194583285992091,5.566171889705965e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
941,9.41,-0.032595063963673024,-0.03772617746275181,0.009792439088112927,0.5044710103354738,0.7942164781880524,0.028946961274947922,0.3374777902894053,107.78021472387096,-30.454571559642332,26.636688224293362,119.40751370863597,-0.0016057869732836359,0.0009442228202965713,-0.0002748551336489421,0.08918817409901879,0.06276618833888209,-0.02193485143230821,6.21905019504548e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
942,9.42,-0.03261170141095242,-0.037734817975306825,0.00979276782211136,0.5041462261422727,0.7943317129714991,0.029341550998142847,0.33765779395608775,107.80879020827514,-30.453553624305105,26.680700147862474,119.45061332077867,-0.0015927679866353387,0.0009347918986367541,-0.00027420171132447427,0.08842683333051198,0.062247304996588745,-0.021920556203469263,7.638817943557652e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
943,9.43,-0.03262819847164785,-0.037743384316127726,0.009793083766220729,0.5038243558030211,0.7944456677729842,0.029733479053150186,0.33783578803881054,107.8370987852326,-30.45247232338808,26.72438098804374,119.49331692375718,-0.0015797833739454516,0.0009254216859765895,-0.000273512214139818,0.08766832060666158,0.06172961389686897,-0.02190298516774484,7.830912417700577e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
