t_s,roll_deg,pitch_deg,yaw_deg,wx_dps,wy_dps,wz_dps,grasp_x_m,grasp_y_m,grasp_z_m,grasp_visible
89.6498,-8.5988,-1.9512,175.2564,-7.8479,-1.8385,3.0054,-0.57641,-0.10220,1.00861,1
89.7165,-9.1300,-2.0409,175.4734,-7.8520,-1.8208,3.0054,-0.57522,-0.11363,1.00807,1
89.7832,-9.6618,-2.1274,175.6910,-7.8561,-1.8031,3.0054,-0.57401,-0.12506,1.00741,1
89.8499,-10.1943,-2.2107,175.9093,-7.8601,-1.7854,3.0054,-0.57278,-0.13647,1.00663,1
89.9166,-10.7273,-2.2909,176.1281,-7.8641,-1.7677,3.0054,-0.57154,-0.14788,1.00572,1
89.9833,-11.2609,-2.3678,176.3474,-7.8681,-1.7500,3.0053,-0.57027,-0.15927,1.00470,1
90.0500,-11.7951,-2.4415,176.5673,-7.8720,-1.7322,3.0053,-0.56899,-0.17065,1.00356,1
90.1167,-12.3298,-2.5121,176.7875,-7.8759,-1.7145,3.0053,-0.56770,-0.18201,1.00229,1
90.1834,-12.8651,-2.5794,177.0082,-7.8797,-1.6968,3.0053,-0.56638,-0.19336,1.00091,1
90.2501,-13.4009,-2.6435,177.2292,-7.8835,-1.6790,3.0053,-0.56505,-0.20469,0.99941,1
90.3168,-13.9372,-2.7043,177.4506,-7.8873,-1.6612,3.0053,-0.56370,-0.21600,0.99779,1
90.3835,-14.4740,-2.7620,177.6722,-7.8910,-1.6435,3.0053,-0.56234,-0.22729,0.99605,1
90.4503,-15.0113,-2.8164,177.8941,-7.8947,-1.6257,3.0053,-0.56096,-0.23856,0.99419,1
90.5170,-15.5491,-2.8676,178.1162,-7.8984,-1.6079,3.0052,-0.55957,-0.24980,0.99221,1
90.5837,-16.0872,-2.9156,178.3384,-7.9020,-1.5901,3.0052,-0.55815,-0.26103,0.99012,1
90.6504,-16.6259,-2.9604,178.5607,-7.9055,-1.5723,3.0052,-0.55673,-0.27222,0.98790,1
90.7171,-17.1649,-3.0019,178.7831,-7.9091,-1.5545,3.0052,-0.55528,-0.28339,0.98557,1
90.7838,-17.7043,-3.0402,179.0056,-7.9125,-1.5367,3.0052,-0.55383,-0.29454,0.98312,1
90.8505,-18.2440,-3.0752,179.2280,-7.9160,-1.5188,3.0052,-0.55235,-0.30565,0.98055,1
90.9172,-18.7842,-3.1071,179.4504,-7.9194,-1.5010,3.0052,-0.55087,-0.31673,0.97787,1
90.9839,-19.3247,-3.1357,179.6727,-7.9228,-1.4832,3.0052,-0.54936,-0.32779,0.97507,1
91.0506,-19.8654,-3.1611,179.8949,-7.9261,-1.4653,3.0051,-0.54785,-0.33881,0.97215,1
91.1173,-20.4065,-3.1834,-179.8832,-7.9294,-1.4474,3.0051,-0.54632,-0.34979,0.96911,1
91.1840,-20.9479,-3.2023,-179.6614,-7.9326,-1.4296,3.0051,-0.54477,-0.36074,0.96596,1
91.2507,-21.4896,-3.2181,-179.4399,-7.9358,-1.4117,3.0051,-0.54321,-0.37166,0.96270,1
91.3174,-22.0315,-3.2307,-179.2187,-7.9390,-1.3938,3.0051,-0.54164,-0.38254,0.95932,1
91.3841,-22.5736,-3.2401,-178.9978,-7.9421,-1.3759,3.0051,-0.54005,-0.39338,0.95582,1
91.4508,-23.1159,-3.2463,-178.7773,-7.9452,-1.3580,3.0051,-0.53845,-0.40417,0.95221,1
91.5175,-23.6585,-3.2494,-178.5573,-7.9482,-1.3401,3.0051,-0.53684,-0.41493,0.94849,1
91.5842,-24.2012,-3.2492,-178.3377,-7.9512,-1.3222,3.0051,-0.53522,-0.42565,0.94465,1
91.6509,-24.7441,-3.2459,-178.1186,-7.9542,-1.3043,3.0051,-0.53358,-0.43632,0.94070,1
91.7176,-25.2871,-3.2394,-177.9001,-7.9571,-1.2864,3.0050,-0.53193,-0.44695,0.93664,1
91.7843,-25.8303,-3.2298,-177.6821,-7.9600,-1.2685,3.0050,-0.53026,-0.45753,0.93246,1
91.8510,-26.3736,-3.2171,-177.4648,-7.9628,-1.2505,3.0050,-0.52859,-0.46806,0.92818,1
91.9177,-26.9169,-3.2012,-177.2482,-7.9656,-1.2326,3.0050,-0.52690,-0.47855,0.92378,1
91.9844,-27.4604,-3.1822,-177.0323,-7.9684,-1.2147,3.0050,-0.52521,-0.48898,0.91927,1
92.0511,-28.0039,-3.1602,-176.8171,-7.9711,-1.1967,3.0050,-0.52350,-0.49937,0.91465,1
92.1178,-28.5475,-3.1350,-176.6027,-7.9738,-1.1788,3.0050,-0.52178,-0.50970,0.90992,1
92.1845,-29.0910,-3.1067,-176.3892,-7.9764,-1.1608,3.0050,-0.52004,-0.51998,0.90508,1
92.2513,-29.6347,-3.0754,-176.1765,-7.9790,-1.1428,3.0050,-0.51830,-0.53021,0.90013,1
92.3180,-30.1783,-3.0410,-175.9647,-7.9815,-1.1248,3.0050,-0.51655,-0.54038,0.89508,1
92.3847,-30.7219,-3.0036,-175.7539,-7.9841,-1.1069,3.0049,-0.51478,-0.55050,0.88992,1
92.4514,-31.2654,-2.9632,-175.5441,-7.9865,-1.0889,3.0049,-0.51301,-0.56055,0.88465,1
92.5181,-31.8090,-2.9197,-175.3353,-7.9890,-1.0709,3.0049,-0.51123,-0.57055,0.87927,1
92.5848,-32.3524,-2.8733,-175.1276,-7.9914,-1.0529,3.0049,-0.50944,-0.58049,0.87379,1
92.6515,-32.8958,-2.8239,-174.9210,-7.9937,-1.0349,3.0049,-0.50763,-0.59037,0.86820,1
92.7182,-33.4392,-2.7715,-174.7155,-7.9960,-1.0169,3.0049,-0.50582,-0.60019,0.86251,1
92.7849,-33.9824,-2.7162,-174.5113,-7.9983,-0.9989,3.0049,-0.50400,-0.60994,0.85671,1
92.8516,-34.5255,-2.6579,-174.3082,-8.0005,-0.9809,3.0049,-0.50217,-0.61963,0.85081,1
92.9183,-35.0685,-2.5968,-174.1064,-8.0027,-0.9628,3.0049,-0.50033,-0.62926,0.84481,1
92.9850,-35.6113,-2.5327,-173.9059,-8.0049,-0.9448,3.0049,-0.49849,-0.63881,0.83871,1
93.0517,-36.1540,-2.4658,-173.7067,-8.0070,-0.9268,3.0049,-0.49663,-0.64830,0.83250,1
93.1184,-36.6966,-2.3961,-173.5089,-8.0091,-0.9087,3.0049,-0.49477,-0.65773,0.82619,1
93.1851,-37.2390,-2.3235,-173.3125,-8.0111,-0.8907,3.0049,-0.49290,-0.66708,0.81979,1
93.2518,-37.7812,-2.2481,-173.1176,-8.0131,-0.8726,3.0048,-0.49102,-0.67636,0.81328,1
93.3185,-38.3232,-2.1699,-172.9241,-8.0150,-0.8546,3.0048,-0.48914,-0.68557,0.80668,1
93.3852,-38.8651,-2.0890,-172.7321,-8.0169,-0.8365,3.0048,-0.48725,-0.69471,0.79998,1
93.4519,-39.4067,-2.0053,-172.5417,-8.0188,-0.8185,3.0048,-0.48535,-0.70378,0.79318,1
93.5186,-39.9481,-1.9189,-172.3528,-8.0206,-0.8004,3.0048,-0.48344,-0.71277,0.78629,1
93.5853,-40.4893,-1.8298,-172.1656,-8.0224,-0.7824,3.0048,-0.48153,-0.72168,0.77930,1
93.6520,-41.0302,-1.7380,-171.9800,-8.0241,-0.7643,3.0048,-0.47962,-0.73052,0.77221,1
93.7187,-41.5710,-1.6435,-171.7961,-8.0258,-0.7462,3.0048,-0.47769,-0.73928,0.76504,1
93.7854,-42.1114,-1.5465,-171.6139,-8.0275,-0.7281,3.0048,-0.47576,-0.74796,0.75776,1
93.8521,-42.6517,-1.4468,-171.4335,-8.0291,-0.7100,3.0048,-0.47383,-0.75656,0.75040,1
93.9188,-43.1917,-1.3445,-171.2548,-8.0307,-0.6920,3.0048,-0.47189,-0.76508,0.74295,1
93.9855,-43.7314,-1.2397,-171.0780,-8.0322,-0.6739,3.0048,-0.46995,-0.77352,0.73540,1
94.0523,-44.2708,-1.1324,-170.9029,-8.0337,-0.6558,3.0048,-0.46800,-0.78188,0.72777,1
94.1190,-44.8100,-1.0226,-170.7298,-8.0352,-0.6377,3.0048,-0.46604,-0.79015,0.72004,1
94.1857,-45.3489,-0.9103,-170.5586,-8.0366,-0.6196,3.0048,-0.46409,-0.79834,0.71223,1
94.2524,-45.8876,-0.7955,-170.3893,-8.0380,-0.6015,3.0048,-0.46212,-0.80645,0.70433,1
94.3191,-46.4259,-0.6783,-170.2219,-8.0393,-0.5834,3.0048,-0.46016,-0.81447,0.69635,1
94.3858,-46.9640,-0.5587,-170.0565,-8.0406,-0.5653,3.0048,-0.45819,-0.82240,0.68828,1
94.4525,-47.5018,-0.4368,-169.8932,-8.0419,-0.5472,3.0047,-0.45622,-0.83024,0.68012,1
94.5192,-48.0393,-0.3125,-169.7319,-8.0431,-0.5290,3.0047,-0.45424,-0.83800,0.67188,1
94.5859,-48.5766,-0.1859,-169.5727,-8.0443,-0.5109,3.0047,-0.45226,-0.84566,0.66356,1
94.6526,-49.1135,-0.0570,-169.4156,-8.0454,-0.4928,3.0047,-0.45028,-0.85324,0.65516,1
94.7193,-49.6502,0.0741,-169.2606,-8.0465,-0.4747,3.0047,-0.44830,-0.86072,0.64668,1
94.7860,-50.1866,0.2074,-169.1078,-8.0475,-0.4566,3.0047,-0.44632,-0.86811,0.63811,1
94.8527,-50.7227,0.3430,-168.9572,-8.0485,-0.4384,3.0047,-0.44433,-0.87541,0.62947,1
94.9194,-51.2585,0.4807,-168.8088,-8.0495,-0.4203,3.0047,-0.44234,-0.88261,0.62075,1
94.9861,-51.7941,0.6206,-168.6626,-8.0504,-0.4022,3.0047,-0.44035,-0.88972,0.61195,1
95.0528,-52.3294,0.7625,-168.5187,-8.0513,-0.3840,3.0047,-0.43836,-0.89674,0.60308,1
95.1195,-52.8644,0.9065,-168.3771,-8.0522,-0.3659,3.0047,-0.43636,-0.90365,0.59414,1
95.1862,-53.3992,1.0526,-168.2377,-8.0530,-0.3478,3.0047,-0.43437,-0.91047,0.58511,1
95.2529,-53.9336,1.2007,-168.1008,-8.0537,-0.3296,3.0047,-0.43238,-0.91720,0.57602,1
95.3196,-54.4679,1.3507,-167.9662,-8.0545,-0.3115,3.0047,-0.43038,-0.92382,0.56685,1
95.3863,-55.0019,1.5027,-167.8339,-8.0551,-0.2934,3.0047,-0.42839,-0.93035,0.55762,1
95.4530,-55.5356,1.6566,-167.7041,-8.0558,-0.2752,3.0047,-0.42639,-0.93677,0.54831,1
95.5197,-56.0691,1.8124,-167.5767,-8.0564,-0.2571,3.0047,-0.42440,-0.94310,0.53894,1
95.5864,-56.6024,1.9700,-167.4518,-8.0569,-0.2389,3.0047,-0.42241,-0.94932,0.52949,1
95.6531,-57.1355,2.1295,-167.3293,-8.0575,-0.2208,3.0047,-0.42042,-0.95544,0.51998,1
95.7198,-57.6684,2.2907,-167.2094,-8.0579,-0.2026,3.0047,-0.41842,-0.96146,0.51041,1
95.7865,-58.2010,2.4537,-167.0919,-8.0584,-0.1845,3.0047,-0.41643,-0.96737,0.50077,1
95.8533,-58.7335,2.6184,-166.9770,-8.0588,-0.1663,3.0047,-0.41445,-0.97318,0.49107,1
95.9200,-59.2657,2.7848,-166.8647,-8.0591,-0.1482,3.0047,-0.41246,-0.97889,0.48130,1
95.9867,-59.7978,2.9529,-166.7549,-8.0594,-0.1300,3.0047,-0.41047,-0.98449,0.47148,1
96.0534,-60.3297,3.1225,-166.6478,-8.0597,-0.1119,3.0047,-0.40849,-0.98998,0.46159,1
96.1201,-60.8615,3.2938,-166.5432,-8.0599,-0.0937,3.0047,-0.40651,-0.99537,0.45164,1
96.1868,-61.3931,3.4666,-166.4413,-8.0601,-0.0756,3.0047,-0.40453,-1.00065,0.44164,1
96.2535,-61.9246,3.6408,-166.3421,-8.0603,-0.0574,3.0047,-0.40256,-1.00583,0.43158,1
96.3202,-62.4560,3.8166,-166.2455,-8.0604,-0.0393,3.0047,-0.40059,-1.01089,0.42147,1
96.3869,-62.9873,3.9938,-166.1517,-8.0604,-0.0211,3.0047,-0.39862,-1.01584,0.41130,1
96.4536,-63.5184,4.1724,-166.0605,-8.0605,-0.0030,3.0047,-0.39665,-1.02069,0.40107,1
96.5203,-64.0495,4.3524,-165.9721,-8.0605,0.0152,3.0047,-0.39469,-1.02542,0.39080,1
96.5870,-64.5806,4.5337,-165.8864,-8.0604,0.0333,3.0047,-0.39274,-1.03005,0.38047,1
96.6537,-65.1115,4.7164,-165.8035,-8.0603,0.0515,3.0047,-0.39078,-1.03456,0.37009,1
96.7204,-65.6425,4.9002,-165.7234,-8.0602,0.0697,3.0047,-0.38883,-1.03896,0.35967,1
96.7871,-66.1734,5.0854,-165.6461,-8.0600,0.0878,3.0047,-0.38689,-1.04325,0.34920,1
96.8538,-66.7043,5.2717,-165.5716,-8.0598,0.1060,3.0047,-0.38495,-1.04743,0.33868,1
96.9205,-67.2352,5.4591,-165.4999,-8.0595,0.1241,3.0047,-0.38302,-1.05149,0.32811,1
96.9872,-67.7661,5.6477,-165.4311,-8.0592,0.1423,3.0047,-0.38109,-1.05544,0.31750,1
97.0539,-68.2971,5.8373,-165.3652,-8.0589,0.1604,3.0047,-0.37917,-1.05928,0.30685,1
97.1206,-68.8281,6.0280,-165.3021,-8.0585,0.1786,3.0047,-0.37725,-1.06300,0.29616,1
97.1873,-69.3592,6.2197,-165.2420,-8.0581,0.1967,3.0047,-0.37534,-1.06661,0.28543,1
97.2540,-69.8904,6.4124,-165.1847,-8.0576,0.2149,3.0047,-0.37343,-1.07010,0.27466,1
97.3207,-70.4217,6.6060,-165.1304,-8.0571,0.2330,3.0047,-0.37153,-1.07348,0.26385,1
97.3874,-70.9531,6.8004,-165.0790,-8.0566,0.2512,3.0047,-0.36964,-1.07674,0.25300,1
97.4541,-71.4847,6.9958,-165.0305,-8.0560,0.2693,3.0047,-0.36775,-1.07988,0.24212,1
97.5208,-72.0164,7.1919,-164.9850,-8.0553,0.2874,3.0047,-0.36587,-1.08290,0.23120,1
97.5875,-72.5483,7.3889,-164.9425,-8.0547,0.3056,3.0047,-0.36400,-1.08581,0.22025,1
97.6543,-73.0804,7.5865,-164.9030,-8.0540,0.3237,3.0047,-0.36214,-1.08861,0.20927,1
97.7210,-73.6128,7.7849,-164.8665,-8.0532,0.3419,3.0047,-0.36028,-1.09128,0.19825,1
97.7877,-74.1453,7.9840,-164.8331,-8.0524,0.3600,3.0047,-0.35843,-1.09384,0.18721,1
97.8544,-74.6781,8.1836,-164.8026,-8.0516,0.3781,3.0047,-0.35659,-1.09627,0.17614,1
97.9211,-75.2112,8.3839,-164.7752,-8.0507,0.3963,3.0047,-0.35476,-1.09859,0.16505,1
97.9878,-75.7446,8.5847,-164.7509,-8.0498,0.4144,3.0047,-0.35293,-1.10079,0.15392,1
98.0545,-76.2783,8.7860,-164.7296,-8.0489,0.4325,3.0047,-0.35112,-1.10287,0.14278,1
98.1212,-76.8124,8.9878,-164.7114,-8.0479,0.4507,3.0047,-0.34931,-1.10484,0.13160,1
98.1879,-77.3468,9.1900,-164.6963,-8.0468,0.4688,3.0047,-0.34751,-1.10668,0.12041,1
98.2546,-77.8816,9.3926,-164.6842,-8.0457,0.4869,3.0047,-0.34572,-1.10840,0.10920,1
98.3213,-78.4167,9.5955,-164.6753,-8.0446,0.5050,3.0047,-0.34394,-1.11000,0.09797,1
98.3880,-78.9523,9.7988,-164.6695,-8.0435,0.5231,3.0047,-0.34217,-1.11148,0.08672,1
98.4547,-79.4884,10.0023,-164.6669,-8.0423,0.5413,3.0047,-0.34041,-1.11285,0.07545,1
98.5214,-80.0249,10.2061,-164.6674,-8.0410,0.5594,3.0048,-0.33866,-1.11409,0.06417,1
98.5881,-80.5618,10.4100,-164.6710,-8.0397,0.5775,3.0048,-0.33692,-1.11521,0.05287,1
98.6548,-81.0993,10.6141,-164.6778,-8.0384,0.5956,3.0048,-0.33519,-1.11621,0.04156,1
98.7215,-81.6373,10.8183,-164.6878,-8.0371,0.6137,3.0048,-0.33347,-1.11709,0.03024,1
98.7882,-82.1759,11.0226,-164.7009,-8.0357,0.6318,3.0048,-0.33177,-1.11784,0.01890,1
98.8549,-82.7150,11.2269,-164.7173,-8.0342,0.6499,3.0048,-0.33007,-1.11848,0.00756,1
98.9216,-83.2547,11.4312,-164.7368,-8.0327,0.6680,3.0048,-0.32838,-1.11900,-0.00379,1
98.9883,-83.7950,11.6355,-164.7595,-8.0312,0.6861,3.0048,-0.32670,-1.11939,-0.01515,1
99.0550,-84.3359,11.8396,-164.7855,-8.0296,0.7042,3.0048,-0.32504,-1.11966,-0.02651,1
99.1217,-84.8775,12.0436,-164.8146,-8.0280,0.7222,3.0048,-0.32339,-1.11982,-0.03787,1
99.1884,-85.4198,12.2475,-164.8470,-8.0264,0.7403,3.0048,-0.32175,-1.11985,-0.04924,1
99.2551,-85.9627,12.4511,-164.8826,-8.0247,0.7584,3.0048,-0.32012,-1.11975,-0.06061,1
99.3218,-86.5064,12.6544,-164.9214,-8.0230,0.7765,3.0048,-0.31850,-1.11954,-0.07199,1
99.3885,-87.0508,12.8575,-164.9635,-8.0212,0.7945,3.0048,-0.31689,-1.11921,-0.08336,1
99.4553,-87.5959,13.0602,-165.0089,-8.0194,0.8126,3.0048,-0.31530,-1.11875,-0.09472,1
99.5220,-88.1419,13.2625,-165.0575,-8.0175,0.8307,3.0048,-0.31372,-1.11818,-0.10609,1
99.5887,-88.6886,13.4644,-165.1093,-8.0156,0.8487,3.0048,-0.31215,-1.11748,-0.11745,1
99.6554,-89.2361,13.6659,-165.1644,-8.0137,0.8668,3.0048,-0.31060,-1.11666,-0.12880,1
99.7221,-89.7845,13.8668,-165.2228,-8.0117,0.8848,3.0049,-0.30906,-1.11572,-0.14015,1
99.7888,-90.3337,14.0672,-165.2845,-8.0097,0.9029,3.0049,-0.30753,-1.11466,-0.15149,1
99.8555,-90.8838,14.2670,-165.3494,-8.0077,0.9209,3.0049,-0.30602,-1.11348,-0.16281,1
99.9222,-91.4348,14.4661,-165.4176,-8.0056,0.9389,3.0049,-0.30452,-1.11218,-0.17413,1
99.9889,-91.9867,14.6646,-165.4891,-8.0034,0.9570,3.0049,-0.30303,-1.11076,-0.18543,1
100.0556,-92.5396,14.8623,-165.5638,-8.0013,0.9750,3.0049,-0.30155,-1.10922,-0.19672,1
100.1223,-93.0933,15.0593,-165.6419,-7.9990,0.9930,3.0049,-0.30009,-1.10756,-0.20800,1
100.1890,-93.6481,15.2554,-165.7232,-7.9968,1.0110,3.0049,-0.29865,-1.10577,-0.21926,1
100.2557,-94.2039,15.4507,-165.8078,-7.9945,1.0290,3.0049,-0.29722,-1.10387,-0.23050,1
100.3224,-94.7606,15.6451,-165.8957,-7.9921,1.0470,3.0049,-0.29580,-1.10185,-0.24172,1
100.3891,-95.3184,15.8386,-165.9869,-7.9898,1.0650,3.0049,-0.29440,-1.09971,-0.25293,1
100.4558,-95.8772,16.0311,-166.0814,-7.9873,1.0830,3.0049,-0.29301,-1.09745,-0.26411,1
100.5225,-96.4370,16.2226,-166.1792,-7.9849,1.1010,3.0049,-0.29164,-1.09507,-0.27527,1
100.5892,-96.9980,16.4130,-166.2802,-7.9824,1.1190,3.0050,-0.29028,-1.09257,-0.28640,1
100.6559,-97.5600,16.6023,-166.3846,-7.9798,1.1370,3.0050,-0.28894,-1.08995,-0.29752,1
100.7226,-98.1231,16.7904,-166.4922,-7.9772,1.1549,3.0050,-0.28761,-1.08722,-0.30860,1
100.7893,-98.6873,16.9774,-166.6031,-7.9746,1.1729,3.0050,-0.28630,-1.08437,-0.31966,1
100.8560,-99.2527,17.1631,-166.7172,-7.9720,1.1909,3.0050,-0.28500,-1.08140,-0.33068,1
100.9227,-99.8192,17.3475,-166.8346,-7.9693,1.2088,3.0050,-0.28372,-1.07831,-0.34168,1
100.9894,-100.3868,17.5306,-166.9553,-7.9665,1.2268,3.0050,-0.28245,-1.07511,-0.35265,1
101.0561,-100.9557,17.7123,-167.0792,-7.9637,1.2447,3.0050,-0.28120,-1.07179,-0.36358,1
101.1228,-101.5257,17.8926,-167.2064,-7.9609,1.2626,3.0050,-0.27997,-1.06835,-0.37448,1
101.1895,-102.0969,18.0714,-167.3369,-7.9580,1.2806,3.0050,-0.27875,-1.06480,-0.38535,1
101.2563,-102.6692,18.2487,-167.4705,-7.9551,1.2985,3.0050,-0.27755,-1.06114,-0.39618,1
101.3230,-103.2428,18.4245,-167.6074,-7.9522,1.3164,3.0051,-0.27636,-1.05735,-0.40697,1
101.3897,-103.8177,18.5987,-167.7475,-7.9492,1.3343,3.0051,-0.27520,-1.05346,-0.41772,1
101.4564,-104.3937,18.7713,-167.8908,-7.9462,1.3522,3.0051,-0.27404,-1.04945,-0.42844,1
101.5231,-104.9710,18.9422,-168.0373,-7.9431,1.3701,3.0051,-0.27291,-1.04533,-0.43911,1
101.5898,-105.5495,19.1114,-168.1870,-7.9400,1.3880,3.0051,-0.27179,-1.04109,-0.44974,1
101.6565,-106.1293,19.2788,-168.3398,-7.9368,1.4059,3.0051,-0.27069,-1.03674,-0.46033,1
101.7232,-106.7103,19.4444,-168.4958,-7.9336,1.4238,3.0051,-0.26960,-1.03228,-0.47087,1
101.7899,-107.2926,19.6081,-168.6550,-7.9304,1.4416,3.0051,-0.26853,-1.02770,-0.48137,1
101.8566,-107.8762,19.7700,-168.8173,-7.9271,1.4595,3.0051,-0.26748,-1.02302,-0.49182,1
101.9233,-108.4610,19.9299,-168.9827,-7.9238,1.4773,3.0052,-0.26645,-1.01823,-0.50222,1
101.9900,-109.0471,20.0878,-169.1512,-7.9205,1.4952,3.0052,-0.26543,-1.01332,-0.51257,1
102.0567,-109.6345,20.2437,-169.3227,-7.9171,1.5130,3.0052,-0.26443,-1.00831,-0.52287,1
102.1234,-110.2231,20.3976,-169.4974,-7.9137,1.5309,3.0052,-0.26345,-1.00318,-0.53312,1
102.1901,-110.8130,20.5493,-169.6750,-7.9102,1.5487,3.0052,-0.26249,-0.99795,-0.54332,1
102.2568,-111.4042,20.6989,-169.8557,-7.9067,1.5665,3.0052,-0.26154,-0.99261,-0.55346,1
102.3235,-111.9966,20.8463,-170.0394,-7.9031,1.5843,3.0052,-0.26061,-0.98716,-0.56355,1
102.3902,-112.5903,20.9915,-170.2261,-7.8995,1.6021,3.0052,-0.25970,-0.98161,-0.57358,1
102.4569,-113.1853,21.1344,-170.4157,-7.8959,1.6199,3.0053,-0.25881,-0.97595,-0.58356,1
102.5236,-113.7815,21.2749,-170.6083,-7.8922,1.6377,3.0053,-0.25793,-0.97018,-0.59347,1
102.5903,-114.3790,21.4131,-170.8038,-7.8885,1.6554,3.0053,-0.25708,-0.96431,-0.60333,1
102.6570,-114.9777,21.5489,-171.0021,-7.8848,1.6732,3.0053,-0.25624,-0.95834,-0.61313,1
102.7237,-115.5776,21.6823,-171.2033,-7.8810,1.6910,3.0053,-0.25542,-0.95226,-0.62286,1
102.7904,-116.1788,21.8132,-171.4074,-7.8771,1.7087,3.0053,-0.25461,-0.94608,-0.63253,1
102.8571,-116.7811,21.9415,-171.6142,-7.8733,1.7265,3.0053,-0.25383,-0.93980,-0.64214,1
102.9238,-117.3847,22.0673,-171.8238,-7.8694,1.7442,3.0053,-0.25306,-0.93342,-0.65168,1
102.9906,-117.9895,22.1905,-172.0361,-7.8654,1.7619,3.0054,-0.25232,-0.92693,-0.66116,1
103.0573,-118.5954,22.3110,-172.2512,-7.8614,1.7796,3.0054,-0.25159,-0.92035,-0.67057,1
103.1240,-119.2025,22.4289,-172.4689,-7.8574,1.7973,3.0054,-0.25088,-0.91366,-0.67991,1
103.1907,-119.8108,22.5440,-172.6892,-7.8533,1.8150,3.0054,-0.25018,-0.90688,-0.68918,1
103.2574,-120.4202,22.6564,-172.9122,-7.8492,1.8327,3.0054,-0.24951,-0.90000,-0.69839,1
103.3241,-121.0307,22.7659,-173.1377,-7.8451,1.8504,3.0054,-0.24886,-0.89302,-0.70752,1
103.3908,-121.6423,22.8727,-173.3657,-7.8409,1.8681,3.0054,-0.24822,-0.88595,-0.71657,1
103.4575,-122.2549,22.9765,-173.5962,-7.8366,1.8857,3.0055,-0.24760,-0.87878,-0.72556,1
103.5242,-122.8687,23.0775,-173.8292,-7.8324,1.9034,3.0055,-0.24700,-0.87152,-0.73447,1
103.5909,-123.4834,23.1755,-174.0646,-7.8280,1.9210,3.0055,-0.24642,-0.86416,-0.74330,1
103.6576,-124.0992,23.2705,-174.3023,-7.8237,1.9386,3.0055,-0.24586,-0.85671,-0.75206,1
103.7243,-124.7159,23.3625,-174.5424,-7.8193,1.9563,3.0055,-0.24532,-0.84917,-0.76074,1
103.7910,-125.3336,23.4514,-174.7847,-7.8149,1.9739,3.0055,-0.24480,-0.84153,-0.76935,1
103.8577,-125.9523,23.5373,-175.0293,-7.8104,1.9915,3.0055,-0.24429,-0.83381,-0.77787,1
103.9244,-126.5718,23.6200,-175.2760,-7.8059,2.0091,3.0056,-0.24381,-0.82600,-0.78631,1
103.9911,-127.1922,23.6996,-175.5250,-7.8013,2.0266,3.0056,-0.24334,-0.81809,-0.79468,1
104.0578,-127.8135,23.7760,-175.7760,-7.7968,2.0442,3.0056,-0.24289,-0.81010,-0.80296,1
104.1245,-128.4356,23.8491,-176.0290,-7.7921,2.0618,3.0056,-0.24246,-0.80202,-0.81115,1
104.1912,-129.0584,23.9191,-176.2840,-7.7875,2.0793,3.0056,-0.24205,-0.79386,-0.81927,1
104.2579,-129.6821,23.9857,-176.5410,-7.7828,2.0969,3.0056,-0.24166,-0.78561,-0.82729,1
104.3246,-130.3064,24.0490,-176.7999,-7.7780,2.1144,3.0057,-0.24129,-0.77728,-0.83524,1
104.3913,-130.9314,24.1090,-177.0606,-7.7732,2.1319,3.0057,-0.24094,-0.76886,-0.84309,1
104.4580,-131.5571,24.1656,-177.3231,-7.7684,2.1494,3.0057,-0.24060,-0.76036,-0.85086,1
104.5247,-132.1834,24.2188,-177.5873,-7.7635,2.1669,3.0057,-0.24029,-0.75178,-0.85854,1
104.5914,-132.8103,24.2686,-177.8532,-7.7586,2.1844,3.0057,-0.23999,-0.74312,-0.86613,1
104.6581,-133.4377,24.3149,-178.1207,-7.7537,2.2019,3.0057,-0.23972,-0.73438,-0.87363,1
104.7248,-134.0656,24.3578,-178.3898,-7.7487,2.2193,3.0058,-0.23946,-0.72556,-0.88104,1
104.7916,-134.6940,24.3971,-178.6603,-7.7437,2.2368,3.0058,-0.23922,-0.71666,-0.88835,1
104.8583,-135.3228,24.4330,-178.9324,-7.7386,2.2542,3.0058,-0.23900,-0.70769,-0.89558,1
104.9250,-135.9520,24.4652,-179.2058,-7.7335,2.2717,3.0058,-0.23880,-0.69864,-0.90271,1
104.9917,-136.5815,24.4939,-179.4805,-7.7284,2.2891,3.0058,-0.23862,-0.68951,-0.90974,1
105.0584,-137.2113,24.5190,-179.7565,-7.7232,2.3065,3.0058,-0.23845,-0.68032,-0.91668,1
105.1251,-137.8414,24.5405,179.9664,-7.7180,2.3239,3.0059,-0.23831,-0.67105,-0.92353,1
105.1918,-138.4717,24.5584,179.6880,-7.7127,2.3413,3.0059,-0.23818,-0.66170,-0.93028,1
105.2585,-139.1021,24.5725,179.4086,-7.7074,2.3587,3.0059,-0.23808,-0.65229,-0.93693,1
105.3252,-139.7327,24.5830,179.1282,-7.7021,2.3760,3.0059,-0.23799,-0.64281,-0.94348,1
105.3919,-140.3633,24.5899,178.8469,-7.6967,2.3934,3.0059,-0.23792,-0.63326,-0.94994,1
105.4586,-140.9940,24.5930,178.5646,-7.6913,2.4107,3.0059,-0.23787,-0.62364,-0.95629,1
105.5253,-141.6247,24.5923,178.2816,-7.6858,2.4280,3.0060,-0.23784,-0.61395,-0.96254,1
