grid_index,case_id,scenario_hash,grasp_point_id,t_c_s,v_app_mps,task_constraint_mode,capture_mode,e15_state,M_PCS_e15,binding_metrics,binding_items,e15_reason_codes,e15_state_qualified,threshold_registry_schema_version,threshold_registry_status,threshold_evidence_json,H_RW_Nms,limit__H_RW_Nms,margin__H_RW_Nms,J_thr_Ns,limit__J_thr_Ns,margin__J_thr_Ns,E_flex_J,limit__E_flex_J,margin__E_flex_J,post_capture_rate_dps,limit__post_capture_rate_dps,margin__post_capture_rate_dps,base_attitude_change_deg,limit__base_attitude_change_deg,margin__base_attitude_change_deg
23,P1_tc90_v20mm_approach_5d,d89e51f8d0050f91,P1,90,0.02,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
24,P2_tc00_v5mm_pose_6d,b119035a57e3ab36,P2,0,0.0050000000000000001,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
25,P2_tc00_v5mm_approach_5d,e0ab1d39dc94d297,P2,0,0.0050000000000000001,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
26,P2_tc00_v10mm_pose_6d,26bef87b3d8aea37,P2,0,0.01,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
27,P2_tc00_v10mm_approach_5d,6b95848f97fefcc4,P2,0,0.01,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
28,P2_tc00_v20mm_pose_6d,c26203c3d022800e,P2,0,0.02,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
29,P2_tc00_v20mm_approach_5d,f3dc445e62780b20,P2,0,0.02,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
30,P2_tc30_v5mm_pose_6d,f6153d367760681b,P2,30,0.0050000000000000001,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
31,P2_tc30_v5mm_approach_5d,82ef53455f1ace91,P2,30,0.0050000000000000001,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
32,P2_tc30_v10mm_pose_6d,7152dda36ff0a73d,P2,30,0.01,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
33,P2_tc30_v10mm_approach_5d,4f84c68f5b829556,P2,30,0.01,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
34,P2_tc30_v20mm_pose_6d,6bf3d6646a6bb0f7,P2,30,0.02,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
35,P2_tc30_v20mm_approach_5d,0a31a8e93a35a4d6,P2,30,0.02,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
