case_id,target,tumble_dps,approach_mps,arm_speed,pose_err_deg,inertia_scale,reaction_aware,v0_result,v0_reason,v0_post_rate_dps,v2_result,v2_reason,v2_post_rate_dps,migration
C0814,target_debris_v0,0.5,0.005,0.5,1.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.51,SAFE->SAFE
C0815,target_debris_v0,0.5,0.005,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.509,FAIL->FAIL
C0816,target_debris_v0,0.5,0.005,0.5,1.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.509,SAFE->SAFE
C0817,target_debris_v0,0.5,0.005,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.512,FAIL->FAIL
C0818,target_debris_v0,0.5,0.005,0.5,2.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.512,SAFE->SAFE
C0819,target_debris_v0,0.5,0.005,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.51,FAIL->FAIL
C0820,target_debris_v0,0.5,0.005,0.5,2.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.51,SAFE->SAFE
C0821,target_debris_v0,0.5,0.005,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.509,FAIL->FAIL
C0822,target_debris_v0,0.5,0.005,0.5,2.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.509,SAFE->SAFE
C0823,target_debris_v0,0.5,0.005,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.512,FAIL->FAIL
C0824,target_debris_v0,0.5,0.005,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.512,FAIL->FAIL
C0825,target_debris_v0,0.5,0.005,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.51,FAIL->FAIL
C0826,target_debris_v0,0.5,0.005,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.51,FAIL->FAIL
C0827,target_debris_v0,0.5,0.005,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.509,FAIL->FAIL
C0828,target_debris_v0,0.5,0.005,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.509,FAIL->FAIL
C0829,target_debris_v0,0.5,0.005,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.512,FAIL->FAIL
C0830,target_debris_v0,0.5,0.005,1.0,1.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.512,SAFE->SAFE
C0831,target_debris_v0,0.5,0.005,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.51,FAIL->FAIL
C0832,target_debris_v0,0.5,0.005,1.0,1.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.51,SAFE->SAFE
C0833,target_debris_v0,0.5,0.005,1.0,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.509,FAIL->FAIL
C0834,target_debris_v0,0.5,0.005,1.0,1.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.509,SAFE->SAFE
C0835,target_debris_v0,0.5,0.005,1.0,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.512,FAIL->FAIL
C0836,target_debris_v0,0.5,0.005,1.0,2.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.512,SAFE->SAFE
C0837,target_debris_v0,0.5,0.005,1.0,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.51,FAIL->FAIL
C0838,target_debris_v0,0.5,0.005,1.0,2.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.51,SAFE->SAFE
C0839,target_debris_v0,0.5,0.005,1.0,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.509,FAIL->FAIL
C0840,target_debris_v0,0.5,0.005,1.0,2.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.509,SAFE->SAFE
C0841,target_debris_v0,0.5,0.005,1.0,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.512,FAIL->FAIL
C0842,target_debris_v0,0.5,0.005,1.0,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.512,FAIL->FAIL
C0843,target_debris_v0,0.5,0.005,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.51,FAIL->FAIL
C0844,target_debris_v0,0.5,0.005,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.51,FAIL->FAIL
C0845,target_debris_v0,0.5,0.005,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.509,FAIL->FAIL
C0846,target_debris_v0,0.5,0.005,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.509,FAIL->FAIL
C0847,target_debris_v0,0.5,0.005,1.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.512,FAIL->FAIL
C0848,target_debris_v0,0.5,0.005,1.5,1.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.512,SAFE->SAFE
C0849,target_debris_v0,0.5,0.005,1.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.51,FAIL->FAIL
C0850,target_debris_v0,0.5,0.005,1.5,1.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.51,SAFE->SAFE
C0851,target_debris_v0,0.5,0.005,1.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.509,FAIL->FAIL
C0852,target_debris_v0,0.5,0.005,1.5,1.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.509,SAFE->SAFE
C0853,target_debris_v0,0.5,0.005,1.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.512,FAIL->FAIL
C0854,target_debris_v0,0.5,0.005,1.5,2.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.512,SAFE->SAFE
C0855,target_debris_v0,0.5,0.005,1.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.51,FAIL->FAIL
C0856,target_debris_v0,0.5,0.005,1.5,2.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.51,SAFE->SAFE
C0857,target_debris_v0,0.5,0.005,1.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.509,FAIL->FAIL
C0858,target_debris_v0,0.5,0.005,1.5,2.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.509,SAFE->SAFE
C0859,target_debris_v0,0.5,0.005,1.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.512,FAIL->FAIL
C0860,target_debris_v0,0.5,0.005,1.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.512,FAIL->FAIL
C0861,target_debris_v0,0.5,0.005,1.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.51,FAIL->FAIL
C0862,target_debris_v0,0.5,0.005,1.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.51,FAIL->FAIL
C0863,target_debris_v0,0.5,0.005,1.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.509,FAIL->FAIL
C0864,target_debris_v0,0.5,0.005,1.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.509,FAIL->FAIL
C0865,target_debris_v0,0.5,0.01,0.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.516,FAIL->FAIL
C0866,target_debris_v0,0.5,0.01,0.5,1.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.516,SAFE->SAFE
C0867,target_debris_v0,0.5,0.01,0.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.513,FAIL->FAIL
C0868,target_debris_v0,0.5,0.01,0.5,1.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.513,SAFE->SAFE
C0869,target_debris_v0,0.5,0.01,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.511,FAIL->FAIL
C0870,target_debris_v0,0.5,0.01,0.5,1.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.511,SAFE->SAFE
C0871,target_debris_v0,0.5,0.01,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.516,FAIL->FAIL
C0872,target_debris_v0,0.5,0.01,0.5,2.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.516,SAFE->SAFE
C0873,target_debris_v0,0.5,0.01,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.513,FAIL->FAIL
C0874,target_debris_v0,0.5,0.01,0.5,2.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.513,SAFE->SAFE
C0875,target_debris_v0,0.5,0.01,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.511,FAIL->FAIL
C0876,target_debris_v0,0.5,0.01,0.5,2.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.511,SAFE->SAFE
C0877,target_debris_v0,0.5,0.01,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.516,FAIL->FAIL
C0878,target_debris_v0,0.5,0.01,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.516,FAIL->FAIL
C0879,target_debris_v0,0.5,0.01,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.513,FAIL->FAIL
C0880,target_debris_v0,0.5,0.01,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.513,FAIL->FAIL
C0881,target_debris_v0,0.5,0.01,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.511,FAIL->FAIL
C0882,target_debris_v0,0.5,0.01,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.511,FAIL->FAIL
C0883,target_debris_v0,0.5,0.01,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.516,FAIL->FAIL
C0884,target_debris_v0,0.5,0.01,1.0,1.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.516,SAFE->SAFE
C0885,target_debris_v0,0.5,0.01,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.513,FAIL->FAIL
C0886,target_debris_v0,0.5,0.01,1.0,1.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.513,SAFE->SAFE
C0887,target_debris_v0,0.5,0.01,1.0,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.511,FAIL->FAIL
C0888,target_debris_v0,0.5,0.01,1.0,1.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.511,SAFE->SAFE
C0889,target_debris_v0,0.5,0.01,1.0,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.516,FAIL->FAIL
C0890,target_debris_v0,0.5,0.01,1.0,2.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.516,SAFE->SAFE
C0891,target_debris_v0,0.5,0.01,1.0,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.513,FAIL->FAIL
C0892,target_debris_v0,0.5,0.01,1.0,2.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.513,SAFE->SAFE
C0893,target_debris_v0,0.5,0.01,1.0,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.511,FAIL->FAIL
C0894,target_debris_v0,0.5,0.01,1.0,2.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.511,SAFE->SAFE
C0895,target_debris_v0,0.5,0.01,1.0,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.516,FAIL->FAIL
C0896,target_debris_v0,0.5,0.01,1.0,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.516,FAIL->FAIL
C0897,target_debris_v0,0.5,0.01,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.513,FAIL->FAIL
C0898,target_debris_v0,0.5,0.01,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.513,FAIL->FAIL
C0899,target_debris_v0,0.5,0.01,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.511,FAIL->FAIL
C0900,target_debris_v0,0.5,0.01,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.511,FAIL->FAIL
C0901,target_debris_v0,0.5,0.01,1.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.516,FAIL->FAIL
C0902,target_debris_v0,0.5,0.01,1.5,1.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.516,SAFE->SAFE
C0903,target_debris_v0,0.5,0.01,1.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.513,FAIL->FAIL
C0904,target_debris_v0,0.5,0.01,1.5,1.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.513,SAFE->SAFE
C0905,target_debris_v0,0.5,0.01,1.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.511,FAIL->FAIL
C0906,target_debris_v0,0.5,0.01,1.5,1.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.511,SAFE->SAFE
C0907,target_debris_v0,0.5,0.01,1.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.516,FAIL->FAIL
C0908,target_debris_v0,0.5,0.01,1.5,2.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.516,SAFE->SAFE
C0909,target_debris_v0,0.5,0.01,1.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.513,FAIL->FAIL
C0910,target_debris_v0,0.5,0.01,1.5,2.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.513,SAFE->SAFE
C0911,target_debris_v0,0.5,0.01,1.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.511,FAIL->FAIL
C0912,target_debris_v0,0.5,0.01,1.5,2.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.511,SAFE->SAFE
C0913,target_debris_v0,0.5,0.01,1.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.516,FAIL->FAIL
C0914,target_debris_v0,0.5,0.01,1.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.516,FAIL->FAIL
C0915,target_debris_v0,0.5,0.01,1.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.513,FAIL->FAIL
C0916,target_debris_v0,0.5,0.01,1.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.513,FAIL->FAIL
C0917,target_debris_v0,0.5,0.01,1.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.511,FAIL->FAIL
C0918,target_debris_v0,0.5,0.01,1.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.511,FAIL->FAIL
C0919,target_debris_v0,0.5,0.02,0.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.541,FAIL->FAIL
C0920,target_debris_v0,0.5,0.02,0.5,1.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.541,SAFE->SAFE
C0921,target_debris_v0,0.5,0.02,0.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.532,FAIL->FAIL
C0922,target_debris_v0,0.5,0.02,0.5,1.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.532,SAFE->SAFE
C0923,target_debris_v0,0.5,0.02,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.525,FAIL->FAIL
C0924,target_debris_v0,0.5,0.02,0.5,1.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.525,SAFE->SAFE
C0925,target_debris_v0,0.5,0.02,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.541,FAIL->FAIL
C0926,target_debris_v0,0.5,0.02,0.5,2.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.541,SAFE->SAFE
C0927,target_debris_v0,0.5,0.02,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.532,FAIL->FAIL
C0928,target_debris_v0,0.5,0.02,0.5,2.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.532,SAFE->SAFE
C0929,target_debris_v0,0.5,0.02,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.525,FAIL->FAIL
C0930,target_debris_v0,0.5,0.02,0.5,2.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.525,SAFE->SAFE
C0931,target_debris_v0,0.5,0.02,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.541,FAIL->FAIL
C0932,target_debris_v0,0.5,0.02,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.541,FAIL->FAIL
C0933,target_debris_v0,0.5,0.02,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.532,FAIL->FAIL
C0934,target_debris_v0,0.5,0.02,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.532,FAIL->FAIL
C0935,target_debris_v0,0.5,0.02,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.525,FAIL->FAIL
C0936,target_debris_v0,0.5,0.02,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.525,FAIL->FAIL
C0937,target_debris_v0,0.5,0.02,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.541,FAIL->FAIL
C0938,target_debris_v0,0.5,0.02,1.0,1.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.541,SAFE->SAFE
C0939,target_debris_v0,0.5,0.02,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.532,FAIL->FAIL
C0940,target_debris_v0,0.5,0.02,1.0,1.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.532,SAFE->SAFE
C0941,target_debris_v0,0.5,0.02,1.0,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.525,FAIL->FAIL
C0942,target_debris_v0,0.5,0.02,1.0,1.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.525,SAFE->SAFE
C0943,target_debris_v0,0.5,0.02,1.0,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.541,FAIL->FAIL
C0944,target_debris_v0,0.5,0.02,1.0,2.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.541,SAFE->SAFE
C0945,target_debris_v0,0.5,0.02,1.0,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.532,FAIL->FAIL
C0946,target_debris_v0,0.5,0.02,1.0,2.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.532,SAFE->SAFE
C0947,target_debris_v0,0.5,0.02,1.0,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.525,FAIL->FAIL
C0948,target_debris_v0,0.5,0.02,1.0,2.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.525,SAFE->SAFE
C0949,target_debris_v0,0.5,0.02,1.0,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.541,FAIL->FAIL
C0950,target_debris_v0,0.5,0.02,1.0,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.541,FAIL->FAIL
C0951,target_debris_v0,0.5,0.02,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.532,FAIL->FAIL
C0952,target_debris_v0,0.5,0.02,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.532,FAIL->FAIL
C0953,target_debris_v0,0.5,0.02,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.525,FAIL->FAIL
C0954,target_debris_v0,0.5,0.02,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.525,FAIL->FAIL
C0955,target_debris_v0,0.5,0.02,1.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.541,FAIL->FAIL
C0956,target_debris_v0,0.5,0.02,1.5,1.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.541,SAFE->SAFE
C0957,target_debris_v0,0.5,0.02,1.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.532,FAIL->FAIL
C0958,target_debris_v0,0.5,0.02,1.5,1.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.532,SAFE->SAFE
C0959,target_debris_v0,0.5,0.02,1.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.525,FAIL->FAIL
C0960,target_debris_v0,0.5,0.02,1.5,1.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.525,SAFE->SAFE
C0961,target_debris_v0,0.5,0.02,1.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.398,FAIL,BASE_REACTION_FAIL,0.541,FAIL->FAIL
C0962,target_debris_v0,0.5,0.02,1.5,2.0,0.8,1,SAFE,SAFE,0.398,SAFE,SAFE,0.541,SAFE->SAFE
C0963,target_debris_v0,0.5,0.02,1.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,0.497,FAIL,BASE_REACTION_FAIL,0.532,FAIL->FAIL
C0964,target_debris_v0,0.5,0.02,1.5,2.0,1.0,1,SAFE,SAFE,0.497,SAFE,SAFE,0.532,SAFE->SAFE
C0965,target_debris_v0,0.5,0.02,1.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,0.597,FAIL,BASE_REACTION_FAIL,0.525,FAIL->FAIL
C0966,target_debris_v0,0.5,0.02,1.5,2.0,1.2,1,SAFE,SAFE,0.597,SAFE,SAFE,0.525,SAFE->SAFE
C0967,target_debris_v0,0.5,0.02,1.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.541,FAIL->FAIL
C0968,target_debris_v0,0.5,0.02,1.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.398,FAIL,POSE_UNCERTAINTY_FAIL,0.541,FAIL->FAIL
C0969,target_debris_v0,0.5,0.02,1.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.532,FAIL->FAIL
C0970,target_debris_v0,0.5,0.02,1.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,0.497,FAIL,POSE_UNCERTAINTY_FAIL,0.532,FAIL->FAIL
C0971,target_debris_v0,0.5,0.02,1.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.525,FAIL->FAIL
C0972,target_debris_v0,0.5,0.02,1.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,0.597,FAIL,POSE_UNCERTAINTY_FAIL,0.525,FAIL->FAIL
